"Row.names","Date","EP.experimentator...Imaging.acquisition","Condition","ID.embryo","Cell.Segmentation","Threshold.nuclei.y","Threshold.membrane.y","Surface.Segmentation","Merged.cells.to.get.new.surface.information.from.cell.segmentation","Shortest.distance.between.ATM.group.to.TVC.group..from.edge.to.edge..µm","Comment.on.the.distance","Comment.on.the.embryo","Phenotype","Details","Quality.of.segmentation.based.on.labelling..good..correct..not.good.","Comments","Name","phenotype.label","migration.perturbed","division.perturbed","orientation.perturbed"
"Arhgef8.nextpart_image10_right.2020_01_10","2020_01_10","Margaux Failla","Arhgef8","nextpart_image10_right","yes",100,25.8,"-","yes","-","no distance - only one group","problem migration and orientation","inhibited TVC migration / TVC cell alignment","the 2 TVC didn't migrate, they stayed and divided in the tail with not a medio-lateral orientation for one TVC, so cells are aligned","good","-","Arhgef8.nextpart_image10_right.2020_01_10","migration/orientation perturbed",TRUE,FALSE,TRUE
"Arhgef8.nextpart_image13_left.2020_01_10","2020_01_10","Margaux Failla","Arhgef8","nextpart_image13_left","yes",85.4,33.9,"-","yes","34.4","-","problem migration and division","inhibited TVC migration / inhibited TVC division","one of the TVC didn't migrate and didn't divide in the tail","good","-","Arhgef8.nextpart_image13_left.2020_01_10","migration/division perturbed",TRUE,TRUE,FALSE
"Arhgef8.nextpart_image2.2020_01_10","2020_01_10","Margaux Failla","Arhgef8","nextpart_image2","yes",96.5,28.1,"-","yes","20.5","-","problem orientation","TVC cell alignment","the 2 TVC divided not in the medio-lateral orientation, so all cells are aligned (one of the TVC had moved to the other side and so detached from the other TVC)","correct","-","Arhgef8.nextpart_image2.2020_01_10","orientation perturbed",FALSE,FALSE,TRUE
"Arhgef8.nextpart_image5.2020_01_10","2020_01_10","Margaux Failla","Arhgef8","nextpart_image5","yes",100,24.9,"-","yes","20.1","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so FHP are a bit aligned","not good","-","Arhgef8.nextpart_image5.2020_01_10","orientation perturbed",FALSE,FALSE,TRUE
"Arhgef8.nextpart_image6_right.2020_01_10","2020_01_10","Margaux Failla","Arhgef8","nextpart_image6_right","yes",110,32,"-","yes","24.8","-","problem division","enhanced ATM division","the ATM are not connected and one of the ATM divided in the tail","correct","Ambiguous phenotype between left and right","Arhgef8.nextpart_image6_right.2020_01_10","division perturbed",FALSE,TRUE,FALSE
"Arhgef8.nextpart_image9_left.2020_01_10","2020_01_10","Margaux Failla","Arhgef8","nextpart_image9_left","yes",125,35.8,"-","yes","16.6","-","problem of migration and division","inhibited TVC migration / inhibited TVC division","one of the TVC didn't migrate and didn't divide in the tail","good","-","Arhgef8.nextpart_image9_left.2020_01_10","migration/division perturbed",TRUE,TRUE,FALSE
"BMP.slide1_image10.2020_11_05","2020_11_05","Margaux Failla","BMP","slide1_image10","yes",82.5,32.9,"-","yes","23.1","-","problem orientation","TVC cell alignment","one of the TVCs divided not in the medio-lateral orientation, so cells are a bit aligned","good","-","BMP.slide1_image10.2020_11_05","orientation perturbed",FALSE,FALSE,TRUE
"BMP.slide1_image11_right.2020_11_04","2020_11_04","Margaux Failla","BMP","slide1_image11_right","yes",80.2,50.3,"-","yes","0","groups connected","problem migration and division","enhanced ATM migration / enhanced ATM division","the ATMs migrated a bit in the trunk and both of them divided, still attached to the TVCs","correct","-","BMP.slide1_image11_right.2020_11_04","migration/division perturbed",TRUE,TRUE,FALSE
"BMP.slide1_image12.2020_11_04","2020_11_04","Margaux Failla","BMP","slide1_image12","yes",84.8,42.3,"-","yes","31","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated and divided with the TVCs in the trunk","correct","-","BMP.slide1_image12.2020_11_04","migration/division perturbed",TRUE,TRUE,FALSE
"BMP.slide1_image13.2020_11_04","2020_11_04","Margaux Failla","BMP","slide1_image13","yes",79.8,45.8,"-","yes","6.57","-","problem migration","enhanced ATM migration","one of the ATM migrated with the TVCs in the trunk; TVCs didn't migrate very far","correct","-","BMP.slide1_image13.2020_11_04","migration perturbed",TRUE,FALSE,FALSE
"BMP.slide1_image13.2020_11_05","2020_11_05","Margaux Failla","BMP","slide1_image13","yes",81,40.4,"-","yes","0","groups connected","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM divided and one of the cells migrated with the TVCs in the trunk but still attached to the ATMs in the tail","good","-","BMP.slide1_image13.2020_11_05","migration/division perturbed",TRUE,TRUE,FALSE
"BMP.slide1_image19_left.2020_11_05","2020_11_05","Margaux Failla","BMP","slide1_image19_left","yes",77.5,62.5,"-","yes","24.4","-","problem division","enhanced ATM division","one of the ATM divided in the tail","correct","-","BMP.slide1_image19_left.2020_11_05","division perturbed",FALSE,TRUE,FALSE
"BMP.slide1_image19_right.2020_11_05","2020_11_05","Margaux Failla","BMP","slide1_image19_right","yes",85,62.5,"-","yes","5.46","-","problem migration","enhanced ATM migration","one of the ATM migrated a bit in the trunk but still attached to the other ATM in the tail","not good","-","BMP.slide1_image19_right.2020_11_05","migration perturbed",TRUE,FALSE,FALSE
"BMP.slide1_image19.2020_11_04","2020_11_04","Margaux Failla","BMP","slide1_image19","yes",81.6,32.4,"-","yes","-","only one group in the trunk - no distance","problem migration and division","enhanced ATM migration / enhanced ATM division","the 2 ATMs migrated with the TVCs in the trunk and one of the ATMs divided","not good","-","BMP.slide1_image19.2020_11_04","migration/division perturbed",TRUE,TRUE,FALSE
"BMP.slide1_image2.2020_11_05","2020_11_05","Margaux Failla","BMP","slide1_image2","yes",73.5,50.4,"-","yes","30.6","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated and divided with the TVCs in the trunk","good","-","BMP.slide1_image2.2020_11_05","migration/division perturbed",TRUE,TRUE,FALSE
"BMP.slide1_image20.2020_11_05","2020_11_05","Margaux Failla","BMP","slide1_image20","yes",78.3,62.5,"-","yes","-","only one group in the trunk - no distance","problem migration and division","enhanced ATM migration / enhanced ATM division","the 2 ATMs migrated and one of them divided with the TVCs in the trunk","good","-","BMP.slide1_image20.2020_11_05","migration/division perturbed",TRUE,TRUE,FALSE
"BMP.slide1_image21.2020_11_05","2020_11_05","Margaux Failla","BMP","slide1_image21","yes",72.5,45,"-","yes","0","groups connected","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM divided and one of the cell migrated a bit with the TVCs in the trunk but still attached to the other ATMs in the tail","good","-","BMP.slide1_image21.2020_11_05","migration/division perturbed",TRUE,TRUE,FALSE
"BMP.slide1_image24.2020_11_05","2020_11_05","Margaux Failla","BMP","slide1_image24","yes",77.8,42.4,"-","yes","25","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated and divided with the TVCs in the trunk","correct","-","BMP.slide1_image24.2020_11_05","migration/division perturbed",TRUE,TRUE,FALSE
"BMP.slide1_image25_left.2020_11_05","2020_11_05","Margaux Failla","BMP","slide1_image25_left","yes",80.2,50.4,"-","yes","37.9","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated and divided with the TVCs in the trunk","correct","-","BMP.slide1_image25_left.2020_11_05","migration/division perturbed",TRUE,TRUE,FALSE
"BMP.slide1_image28_left.2020_11_05","2020_11_05","Margaux Failla","BMP","slide1_image28_left","yes",85,52.7,"-","yes","32.5","-","problem division","enhanced ATM division","one of the ATM divided in the tail","correct","-","BMP.slide1_image28_left.2020_11_05","division perturbed",FALSE,TRUE,FALSE
"BMP.slide1_image6.2020_11_05","2020_11_05","Margaux Failla","BMP","slide1_image6","yes",80.4,47.7,"-","yes","11","-","problem division","inhibited TVC division","one of theTVC didn't divide in the trunk","good","-","BMP.slide1_image6.2020_11_05","division perturbed",FALSE,TRUE,FALSE
"BMP.slide1_image9.2020_11_05","2020_11_05","Margaux Failla","BMP","slide1_image9","yes",84,50.3,"-","yes","16.9","-","problem orientation","TVC cell alignment","one of the TVCs divided not in the medio-lateral orientation, so cells are a bit aligned","correct","-","BMP.slide1_image9.2020_11_05","orientation perturbed",FALSE,FALSE,TRUE
"BMP.slide2_image10_right.2020_11_04","2020_11_04","Margaux Failla","BMP","slide2_image10_right","yes",79.8,45.4,"-","yes","35.6","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated and divided with the TVCs in the trunk","good","-","BMP.slide2_image10_right.2020_11_04","migration/division perturbed",TRUE,TRUE,FALSE
"BMP.slide2_image10.2020_11_05","2020_11_05","Margaux Failla","BMP","slide2_image10","yes",79.8,65,"-","yes","-","only one group in the trunk - no distance","problem migration and division","enhanced ATM migration / enhanced ATM division","the 2 ATM migrated and one of them divided with the TVCs in the trunk","correct","-","BMP.slide2_image10.2020_11_05","migration/division perturbed",TRUE,TRUE,FALSE
"BMP.slide2_image12_left.2020_11_04","2020_11_04","Margaux Failla","BMP","slide2_image12_left","yes",102,22.3,"-","yes","37.6","-","problem orientation","TVC cell alignment","one of the TVC divided but not in the medio-laterale orientation, cells are aligned","good","-","BMP.slide2_image12_left.2020_11_04","orientation perturbed",FALSE,FALSE,TRUE
"BMP.slide2_image13.2020_11_04","2020_11_04","Margaux Failla","BMP","slide2_image13","yes",80.1,19,"-","yes","13","-","problem orientation and division","enhanced ATM division / TVC cell alignment","one of the TVC divided but not in the medio-laterale orientation, cells are aligned; and one ATM divided in the tail","good","-","BMP.slide2_image13.2020_11_04","division/orientation perturbed",FALSE,TRUE,TRUE
"BMP.slide2_image15_left.2020_11_04","2020_11_04","Margaux Failla","BMP","slide2_image15_left","yes",85,15,"-","yes","9.06","-","problem migration","enhanced ATM migration","one of the ATM migrated with the TVCs in the trunk","not good","-","BMP.slide2_image15_left.2020_11_04","migration perturbed",TRUE,FALSE,FALSE
"BMP.slide2_image2_left.2020_11_05","2020_11_05","Margaux Failla","BMP","slide2_image2_left","yes",80.1,50.4,"-","yes","13.9","-","problem division","enhanced ATM division / inhibited TVC division","one of the ATM divided in the tail; one of the TVC didn't divide in the trunk","good","Ambigous between left and right","BMP.slide2_image2_left.2020_11_05","division perturbed",FALSE,TRUE,FALSE
"BMP.slide2_image2_right.2020_11_05","2020_11_05","Margaux Failla","BMP","slide2_image2_right","yes",80.1,37.4,"-","yes","27.7","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated and divided with the TVCs in the trunk","good","Ambigous between left and right","BMP.slide2_image2_right.2020_11_05","migration/division perturbed",TRUE,TRUE,FALSE
"BMP.slide2_image2.2020_11_04","2020_11_04","Margaux Failla","BMP","slide2_image2","yes",83.9,50.4,"-","yes","13.1","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated and divided with the TVCs in the trunk","good","-","BMP.slide2_image2.2020_11_04","migration/division perturbed",TRUE,TRUE,FALSE
"BMP.slide2_image20.2020_11_05","2020_11_05","Margaux Failla","BMP","slide2_image20","yes",82.5,70,"-","yes","0","groups connected","problem migration and division","enhanced ATM migration / enhanced ATM division","the 2 ATM migrated and divided with the TVCs but 2 ATMs still a bit in the tail; TVC cells not properly oriented because separated by the ATM","correct","Ambigous phenotype","BMP.slide2_image20.2020_11_05","migration/division perturbed",TRUE,TRUE,FALSE
"BMP.slide2_image22_right.2020_11_04","2020_11_04","Margaux Failla","BMP","slide2_image22_right","yes",90.3,32.5,"-","yes","6.88","-","problem migration","enhanced ATM migration","one of the ATM migrated with the TVCs in the trunk","correct","-","BMP.slide2_image22_right.2020_11_04","migration perturbed",TRUE,FALSE,FALSE
"BMP.slide2_image25_right.2020_11_05","2020_11_05","Margaux Failla","BMP","slide2_image25_right","yes",90.3,57.5,"-","yes","3.12","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM divided and one of the cell migrated a bit but still attached to the ATMs in the tail","good","-","BMP.slide2_image25_right.2020_11_05","migration/division perturbed",TRUE,TRUE,FALSE
"BMP.slide2_image26_right.2020_11_05","2020_11_05","Margaux Failla","BMP","slide2_image26_right","yes",70.9,45.2,"-","yes","27.6","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated and divided with the TVCs in the trunk","good","-","BMP.slide2_image26_right.2020_11_05","migration/division perturbed",TRUE,TRUE,FALSE
"BMP.slide2_image27.2020_11_04","2020_11_04","Margaux Failla","BMP","slide2_image27","yes",75.9,40.4,"-","yes","36.2","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated and divided with the TVCs in the trunk","good","-","BMP.slide2_image27.2020_11_04","migration/division perturbed",TRUE,TRUE,FALSE
"BMP.slide2_image34.2020_11_04","2020_11_04","Margaux Failla","BMP","slide2_image34","yes",77.8,50.2,"-","yes","-","only one group in the trunk - no distance","problem migration and division","enhanced ATM migration / enhanced ATM division","the 2 ATMs migrated with the TVCs in the trunk and one of the ATMs divided","good","-","BMP.slide2_image34.2020_11_05","migration/division perturbed",TRUE,TRUE,FALSE
"BMP.slide2_image35.2020_11_04","2020_11_04","Margaux Failla","BMP","slide2_image35","yes",63.6,42.2,"-","yes","-","only one group in the trunk - no distance","problem migration and division","enhanced ATM migration / inhibited TVC division","the 2 ATMs migrated with the TVCs in the trunk; one of the TVCs didn't divide in the trunk","not good","Ambigous phenotype","BMP.slide2_image35.2020_11_06","migration/division perturbed",TRUE,TRUE,FALSE
"BMP.slide2_image4.2020_11_04","2020_11_04","Margaux Failla","BMP","slide2_image4","yes",65.6,NA,"-","yes","32.7","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated and divided with the TVCs in the trunk","not good","the ATM is not segmented correctly (very reduced in the segmentation)","BMP.slide2_image4.2020_11_04","migration/division perturbed",TRUE,TRUE,FALSE
"BMP.slide2_image5.2020_11_04","2020_11_04","Margaux Failla","BMP","slide2_image5","yes",91,42.5,"-","yes","34.7","-","problem orientation","TVC cell alignment","one of the TVCs divided but not in the medio-laterale orientation, cells are aligned","good","-","BMP.slide2_image5.2020_11_04","orientation perturbed",FALSE,FALSE,TRUE
"BMP.slide2_image7.2020_11_04","2020_11_04","Margaux Failla","BMP","slide2_image7","yes",72.6,30.6,"-","yes","-","only one group in the trunk - no distance","problem migration and division","enhanced ATM migration / enhanced ATM division","the 2 ATMs migrated in the trunk with theTVCs, and one of them divided","good","-","BMP.slide2_image7.2020_11_04","migration/division perturbed",TRUE,TRUE,FALSE
"BMP.slide2_image8_right.2020_11_05","2020_11_05","Margaux Failla","BMP","slide2_image8_right","yes",69.6,47.2,"-","yes","36.6","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated and divided with the TVCs in the trunk","correct","-","BMP.slide2_image8_right.2020_11_05","migration/division perturbed",TRUE,TRUE,FALSE
"Col9a1.image12_left.2020_07_23","2020_07_23","Yelena Bernadskaya","Col9a1","image12_left","yes",22.5,15.3,"-","yes","16.6","-","problem division","inhibited TVC division","the 2 TVCs didn't divide in the trunk","not good","-","Col9a1.image12_left.2020_07_23","division perturbed",FALSE,TRUE,FALSE
"Col9a1.image13.2020_07_23","2020_07_23","Yelena Bernadskaya","Col9a1","image13","yes",27.6,22.5,"-","yes","17.1","-","problem division","inhibited TVC division","one of the TVC didn't divide in the trunk","good","-","Col9a1.image13.2020_07_23","division perturbed",FALSE,TRUE,FALSE
"Col9a1.image14.2020_07_23","2020_07_23","Yelena Bernadskaya","Col9a1","image14","yes",47.7,15.2,"-","yes","-","only one group in the trunk - no distance","problem migration and division","enhanced ATM division / inhibited TVC division","the 2 ATMs migrated in the trunk with the TVCs and the 2 TVCs didn't divide","good","-","Col9a1.image14.2020_07_23","migration/division perturbed",TRUE,TRUE,FALSE
