"","ensembl_gene_id","ensembl_transcript_id","external_gene_name","refseq_peptide","refseq_peptide_predicted"
"464","ENSCING00000021624","ENSCINT00000037202","","","XP_018669310"
"465","ENSCING00000021624","ENSCINT00000037202","","","XP_018669309"
"466","ENSCING00000021624","ENSCINT00000037202","","","XP_018669308"
"467","ENSCING00000021624","ENSCINT00000037202","","","XP_009859884"
"468","ENSCING00000002801","ENSCINT00000005716","","",""
"469","ENSCING00000015265","ENSCINT00000027414","","",""
"470","ENSCING00000002802","ENSCINT00000005724","","",""
"471","ENSCING00000020318","ENSCINT00000034257","ci-zf(c3h)-7","NP_001121591",""
"472","ENSCING00000020654","ENSCINT00000033063","","",""
"473","ENSCING00000002794","ENSCINT00000005707","","",""
"474","ENSCING00000023887","ENSCINT00000030473","","","XP_002121490"
"475","ENSCING00000018224","ENSCINT00000032670","","","XP_002121350"
"476","ENSCING00000002754","ENSCINT00000005627","","","XP_009861879"
"477","ENSCING00000025035","ENSCINT00000037265","","",""
"478","ENSCING00000020256","ENSCINT00000035287","","",""
"479","ENSCING00000023539","ENSCINT00000034566","","","XP_002122160"
"480","ENSCING00000022054","ENSCINT00000034946","","","XP_002122383"
"481","ENSCING00000020798","ENSCINT00000034079","","",""
"482","ENSCING00000019374","ENSCINT00000033000","","",""
"483","ENSCING00000018177","ENSCINT00000034413","","",""
"484","ENSCING00000002758","ENSCINT00000005647","","","XP_002119635"
"485","ENSCING00000019209","ENSCINT00000030521","","",""
"486","ENSCING00000006107","ENSCINT00000012693","","",""
"487","ENSCING00000017106","ENSCINT00000029434","","",""
"488","ENSCING00000000223","ENSCINT00000000401","","",""
"489","ENSCING00000025102","ENSCINT00000036072","","",""
"490","ENSCING00000022782","ENSCINT00000035099","","",""
"491","ENSCING00000002788","ENSCINT00000005696","","","XP_002120831"
"492","ENSCING00000002791","ENSCINT00000005704","","","XP_002121194"
"493","ENSCING00000004042","ENSCINT00000008335","","",""
"494","ENSCING00000015238","ENSCINT00000005609","","",""
"495","ENSCING00000002598","ENSCINT00000005288","","","XP_018669338"
"496","ENSCING00000019041","ENSCINT00000033030","","","XP_002126162"
"497","ENSCING00000002601","ENSCINT00000005302","","",""
"498","ENSCING00000002739","ENSCINT00000005592","","","XP_002122431"
"499","ENSCING00000017302","ENSCINT00000016703","","","XP_026694280"
"500","ENSCING00000017300","ENSCINT00000016718","","",""
"501","ENSCING00000000018","ENSCINT00000000024","","",""
"502","ENSCING00000010411","ENSCINT00000005346","","","XP_002126270"
"503","ENSCING00000000019","ENSCINT00000000026","","",""
"504","ENSCING00000001232","ENSCINT00000002384","","","XP_002126157"
"505","ENSCING00000020764","ENSCINT00000033782","","",""
"506","ENSCING00000018564","ENSCINT00000034597","","","XP_002120921"
"507","ENSCING00000005187","ENSCINT00000010672","","",""
"508","ENSCING00000015051","ENSCINT00000027181","","","XP_026695052"
"509","ENSCING00000022056","ENSCINT00000033938","","",""
"510","ENSCING00000018494","ENSCINT00000036224","","",""
"511","ENSCING00000004002","ENSCINT00000008264","","",""
"512","ENSCING00000021120","ENSCINT00000034494","","",""
"513","ENSCING00000005196","ENSCINT00000010681","","","XP_026695051"
"514","ENSCING00000005198","ENSCINT00000010685","","","XP_002121050"
"515","ENSCING00000010124","ENSCINT00000020244","","",""
"516","ENSCING00000001738","ENSCINT00000003510","","","XP_018671533"
"517","ENSCING00000024586","ENSCINT00000003517","","",""
"518","ENSCING00000022845","ENSCINT00000033188","","",""
"519","ENSCING00000021753","ENSCINT00000031853","","",""
"520","ENSCING00000005201","ENSCINT00000027179","fz3/6","NP_001071723",""
"521","ENSCING00000024028","ENSCINT00000032037","","",""
"522","ENSCING00000020038","ENSCINT00000036359","","",""
"523","ENSCING00000001750","ENSCINT00000003534","","",""
"524","ENSCING00000001203","ENSCINT00000002304","","",""
"525","ENSCING00000022459","ENSCINT00000034563","","",""
"526","ENSCING00000021087","ENSCINT00000030630","","",""
"527","ENSCING00000022186","ENSCINT00000036678","","",""
"528","ENSCING00000020938","ENSCINT00000033308","","",""
"529","ENSCING00000003996","ENSCINT00000008223","","",""
"530","ENSCING00000015048","ENSCINT00000005827","","",""
"531","ENSCING00000024157","ENSCINT00000031754","ci-zf(c2h2)-144","NP_001041452",""
"532","ENSCING00000015049","ENSCINT00000027177","","",""
"533","ENSCING00000019362","ENSCINT00000030501","","",""
"534","ENSCING00000019714","ENSCINT00000035535","","","XP_002129371"
"535","ENSCING00000002632","ENSCINT00000005372","","",""
"536","ENSCING00000024513","ENSCINT00000030676","","",""
"537","ENSCING00000018359","ENSCINT00000008199","","",""
"538","ENSCING00000002655","ENSCINT00000005403","","",""
"539","ENSCING00000003985","ENSCINT00000026888","","",""
"540","ENSCING00000019426","ENSCINT00000035914","","",""
"541","ENSCING00000020371","ENSCINT00000031444","","",""
"542","ENSCING00000018214","ENSCINT00000031884","","",""
"543","ENSCING00000015047","ENSCINT00000027176","","","XP_026695055"
"544","ENSCING00000024762","ENSCINT00000030811","","",""
"545","ENSCING00000002658","ENSCINT00000005422","","","XP_002126896"
"546","ENSCING00000023440","ENSCINT00000035967","","",""
"547","ENSCING00000005210","ENSCINT00000010725","","",""
"548","ENSCING00000002679","ENSCINT00000005464","","","XP_002127120"
"549","ENSCING00000002685","ENSCINT00000005475","","","XP_002127140"
"550","ENSCING00000015076","ENSCINT00000027211","","",""
"551","ENSCING00000015079","ENSCINT00000027214","","",""
"552","ENSCING00000002690","ENSCINT00000005480","","",""
"553","ENSCING00000001754","ENSCINT00000003542","","","XP_009861654"
"554","ENSCING00000003959","ENSCINT00000008192","","","XP_002129883"
"555","ENSCING00000016491","ENSCINT00000028787","","","XP_026694677"
"556","ENSCING00000018732","ENSCINT00000032529","","",""
"557","ENSCING00000015081","ENSCINT00000027216","","","XP_002127606"
"558","ENSCING00000015082","ENSCINT00000027217","","",""
"559","ENSCING00000002696","ENSCINT00000005488","","",""
"560","ENSCING00000018028","ENSCINT00000033137","","",""
"561","ENSCING00000003949","ENSCINT00000008152","","","XP_009861581"
"562","ENSCING00000017555","ENSCINT00000029875","","",""
"563","ENSCING00000018146","ENSCINT00000033348","","",""
"564","ENSCING00000005222","ENSCINT00000010741","","","XP_009861883"
"565","ENSCING00000020064","ENSCINT00000034595","","",""
"566","ENSCING00000024347","ENSCINT00000032417","","",""
"567","ENSCING00000021264","ENSCINT00000031802","","",""
"568","ENSCING00000016492","ENSCINT00000003504","","",""
"569","ENSCING00000020881","ENSCINT00000036483","","",""
"570","ENSCING00000014814","ENSCINT00000026858","","","XP_018671438"
"571","ENSCING00000014814","ENSCINT00000026858","","","XP_002130394"
"572","ENSCING00000014814","ENSCINT00000026858","","","XP_018671439"
"573","ENSCING00000014814","ENSCINT00000026858","","","XP_009861580"
"574","ENSCING00000014814","ENSCINT00000026858","","","XP_009861578"
"575","ENSCING00000021757","ENSCINT00000034790","","",""
"576","ENSCING00000002699","ENSCINT00000005495","","",""
"577","ENSCING00000015093","ENSCINT00000015861","","",""
"578","ENSCING00000022586","ENSCINT00000033401","","",""
"579","ENSCING00000003939","ENSCINT00000008136","","",""
"580","ENSCING00000005221","ENSCINT00000027234","","",""
"581","ENSCING00000019476","ENSCINT00000010735","","",""
"582","ENSCING00000015105","ENSCINT00000027236","","",""
"583","ENSCING00000014808","ENSCINT00000026847","","",""
"584","ENSCING00000024310","ENSCINT00000033864","","",""
"585","ENSCING00000005224","ENSCINT00000010785","","",""
"586","ENSCING00000003934","ENSCINT00000008120","","","XP_026694599"
"587","ENSCING00000003929","ENSCINT00000008110","","",""
"588","ENSCING00000021168","ENSCINT00000033620","","",""
"589","ENSCING00000005230","ENSCINT00000010766","","",""
"590","ENSCING00000000830","ENSCINT00000001510","","","XP_002126976"
"591","ENSCING00000018162","ENSCINT00000035776","","",""
"592","ENSCING00000005239","ENSCINT00000010769","","",""
"593","ENSCING00000010153","ENSCINT00000020273","","",""
"594","ENSCING00000023304","ENSCINT00000030682","","",""
"595","ENSCING00000019196","ENSCINT00000035740","","",""
"596","ENSCING00000020570","ENSCINT00000034398","","",""
"597","ENSCING00000021680","ENSCINT00000034772","","","XP_026695057"
"598","ENSCING00000021680","ENSCINT00000034772","","","XP_002128105"
"599","ENSCING00000005189","ENSCINT00000010668","","",""
"600","ENSCING00000015038","ENSCINT00000027164","","",""
"601","ENSCING00000005242","ENSCINT00000010771","","",""
"602","ENSCING00000005243","ENSCINT00000010797","","",""
"603","ENSCING00000005191","ENSCINT00000010674","","",""
"604","ENSCING00000010452","ENSCINT00000020746","","","XP_002122076"
"605","ENSCING00000020598","ENSCINT00000031797","","",""
"606","ENSCING00000006672","ENSCINT00000035672","","","XP_026695171"
"607","ENSCING00000006672","ENSCINT00000013692","","","XP_002121643"
"608","ENSCING00000022191","ENSCINT00000011997","","","XP_009859638"
"609","ENSCING00000006674","ENSCINT00000013696","","","XP_002126227"
"610","ENSCING00000006675","ENSCINT00000013700","","",""
"611","ENSCING00000022606","ENSCINT00000035014","","","XP_002122566"
"612","ENSCING00000018720","ENSCINT00000033035","","",""
"613","ENSCING00000025005","ENSCINT00000035384","","",""
"614","ENSCING00000006917","ENSCINT00000014215","","","XP_009862077"
"615","ENSCING00000016602","ENSCINT00000028913","","",""
"616","ENSCING00000013131","ENSCINT00000024450","","",""
"617","ENSCING00000023493","ENSCINT00000034692","","",""
"618","ENSCING00000016619","ENSCINT00000028930","","",""
"619","ENSCING00000022936","ENSCINT00000028912","","",""
"620","ENSCING00000013697","ENSCINT00000025295","","","XP_002123908"
"621","ENSCING00000016464","ENSCINT00000028764","","",""
"622","ENSCING00000022848","ENSCINT00000032358","","",""
"623","ENSCING00000004551","ENSCINT00000009396","","",""
"624","ENSCING00000022292","ENSCINT00000032908","","","XP_002120452"
"625","ENSCING00000018444","ENSCINT00000034183","","",""
"626","ENSCING00000022706","ENSCINT00000037094","","",""
"627","ENSCING00000024825","ENSCINT00000031198","","",""
"628","ENSCING00000022517","ENSCINT00000035105","","",""
"629","ENSCING00000004555","ENSCINT00000009399","","","XP_002129559"
"630","ENSCING00000004484","ENSCINT00000009279","","",""
"631","ENSCING00000015831","ENSCINT00000028033","","","XP_018670832"
"632","ENSCING00000005250","ENSCINT00000010826","","","XP_002128561"
"633","ENSCING00000004485","ENSCINT00000009281","","",""
"634","ENSCING00000011812","ENSCINT00000022646","","",""
"635","ENSCING00000015113","ENSCINT00000027244","","",""
"636","ENSCING00000025065","ENSCINT00000032067","","",""
"637","ENSCING00000021995","ENSCINT00000035154","","",""
"638","ENSCING00000020610","ENSCINT00000031703","","",""
"639","ENSCING00000018938","ENSCINT00000030273","","",""
"640","ENSCING00000022931","ENSCINT00000034479","","",""
"641","ENSCING00000024202","ENSCINT00000036680","","",""
"642","ENSCING00000016721","ENSCINT00000007293","","",""
"643","ENSCING00000023939","ENSCINT00000035556","","",""
"644","ENSCING00000002096","ENSCINT00000004297","","","XP_004226538"
"645","ENSCING00000002096","ENSCINT00000004297","","","XP_002130669"
"646","ENSCING00000016920","ENSCINT00000029246","","","XP_002130343"
"647","ENSCING00000015443","ENSCINT00000004318","","",""
"648","ENSCING00000016828","ENSCINT00000029155","","","XP_009859851"
"649","ENSCING00000016828","ENSCINT00000029155","","","XP_002131679"
"650","ENSCING00000002125","ENSCINT00000004324","","",""
"651","ENSCING00000015912","ENSCINT00000028136","","","XP_026693566"
"652","ENSCING00000015912","ENSCINT00000028136","","","XP_026693567"
"653","ENSCING00000002132","ENSCINT00000004347","","","XP_018669368"
"654","ENSCING00000017979","ENSCINT00000035013","","",""
"655","ENSCING00000002146","ENSCINT00000004373","","",""
"656","ENSCING00000016853","ENSCINT00000034174","","",""
"657","ENSCING00000001576","ENSCINT00000003143","","",""
"658","ENSCING00000016853","ENSCINT00000029179","","",""
"659","ENSCING00000017542","ENSCINT00000029863","","",""
"660","ENSCING00000003865","ENSCINT00000007970","","",""
"661","ENSCING00000021240","ENSCINT00000032217","","",""
"662","ENSCING00000016616","ENSCINT00000028927","","",""
"663","ENSCING00000003869","ENSCINT00000007984","","","XP_002131839"
"664","ENSCING00000003874","ENSCINT00000031593","","",""
"665","ENSCING00000003874","ENSCINT00000007988","","",""
"666","ENSCING00000022612","ENSCINT00000036877","","",""
"667","ENSCING00000015022","ENSCINT00000027145","","",""
"668","ENSCING00000015020","ENSCINT00000027144","","",""
"669","ENSCING00000020488","ENSCINT00000033878","","",""
"670","ENSCING00000010712","ENSCINT00000021189","xbpb","NP_001071849",""
"671","ENSCING00000003889","ENSCINT00000008022","","","XP_026692032"
"672","ENSCING00000003892","ENSCINT00000008035","","",""
"673","ENSCING00000003908","ENSCINT00000008090","","",""
"674","ENSCING00000015006","ENSCINT00000008098","","",""
"675","ENSCING00000019879","ENSCINT00000033143","","",""
"676","ENSCING00000022187","ENSCINT00000037306","","",""
"677","ENSCING00000010646","ENSCINT00000021087","","",""
"678","ENSCING00000003925","ENSCINT00000002417","","",""
"679","ENSCING00000024128","ENSCINT00000036391","","",""
"680","ENSCING00000006394","ENSCINT00000027117","","",""
"681","ENSCING00000006386","ENSCINT00000013245","","",""
"682","ENSCING00000013911","ENSCINT00000025586","","",""
"683","ENSCING00000010142","ENSCINT00000020262","","",""
"684","ENSCING00000006442","ENSCINT00000013282","mta","NP_001071762","XP_009861092"
"685","ENSCING00000019093","ENSCINT00000028249","","","XP_002128766"
"686","ENSCING00000006468","ENSCINT00000013314","","",""
"687","ENSCING00000002029","ENSCINT00000004099","","",""
"688","ENSCING00000004181","ENSCINT00000008650","","",""
"689","ENSCING00000025145","ENSCINT00000036694","","",""
"690","ENSCING00000004188","ENSCINT00000008667","mina53-like1","NP_001027828","XP_026693767"
"691","ENSCING00000004188","ENSCINT00000008667","mina53-like1","NP_001027828","XP_026693768"
"692","ENSCING00000003648","ENSCINT00000007504","","",""
"693","ENSCING00000003646","ENSCINT00000007495","","",""
"694","ENSCING00000014826","ENSCINT00000026881","","",""
"695","ENSCING00000006311","ENSCINT00000013164","","",""
"696","ENSCING00000004198","ENSCINT00000008678","","",""
"697","ENSCING00000017959","ENSCINT00000035980","","",""
"698","ENSCING00000003711","ENSCINT00000007637","","","XP_002125601"
"699","ENSCING00000006297","ENSCINT00000012995","","",""
"700","ENSCING00000009756","ENSCINT00000026737","","","XP_004227312"
"701","ENSCING00000006285","ENSCINT00000012965","","","XP_002122534"
"702","ENSCING00000009757","ENSCINT00000019826","","",""
"703","ENSCING00000023463","ENSCINT00000036691","","",""
"704","ENSCING00000015096","ENSCINT00000007621","","","XP_002125645"
"705","ENSCING00000015096","ENSCINT00000007621","","","XP_026695861"
"706","ENSCING00000009758","ENSCINT00000019827","","",""
"707","ENSCING00000014725","ENSCINT00000026738","","",""
"708","ENSCING00000006276","ENSCINT00000012953","","",""
"709","ENSCING00000003702","ENSCINT00000007636","","","XP_018672610"
"710","ENSCING00000003702","ENSCINT00000007636","","","XP_018672612"
"711","ENSCING00000003702","ENSCINT00000007636","","","XP_002131467"
"712","ENSCING00000019126","ENSCINT00000036128","","",""
"713","ENSCING00000003692","ENSCINT00000007608","","",""
"714","ENSCING00000006267","ENSCINT00000012935","","",""
"715","ENSCING00000014970","ENSCINT00000027085","","",""
"716","ENSCING00000014968","ENSCINT00000027083","","",""
"717","ENSCING00000015758","ENSCINT00000027952","","",""
"718","ENSCING00000014966","ENSCINT00000027081","","",""
"719","ENSCING00000001604","ENSCINT00000003211","","",""
"720","ENSCING00000024521","ENSCINT00000034694","","",""
"721","ENSCING00000015136","ENSCINT00000027267","","","XP_002131563"
"722","ENSCING00000006262","ENSCINT00000012909","","",""
"723","ENSCING00000015136","ENSCINT00000007604","","",""
"724","ENSCING00000014961","ENSCINT00000027072","","",""
"725","ENSCING00000024263","ENSCINT00000034162","","",""
"726","ENSCING00000014960","ENSCINT00000027071","","","XP_002125035"
"727","ENSCING00000019896","ENSCINT00000031127","","","XP_002125406"
"728","ENSCING00000023924","ENSCINT00000033326","","",""
"729","ENSCING00000014950","ENSCINT00000027055","","",""
"730","ENSCING00000018156","ENSCINT00000030825","","",""
"731","ENSCING00000014948","ENSCINT00000027051","","","XP_009859860"
"732","ENSCING00000020439","ENSCINT00000033328","","",""
"733","ENSCING00000009759","ENSCINT00000019828","","",""
"734","ENSCING00000014945","ENSCINT00000027047","","","XP_002126208"
"735","ENSCING00000022216","ENSCINT00000026747","","",""
"736","ENSCING00000019554","ENSCINT00000036681","","",""
"737","ENSCING00000014941","ENSCINT00000027042","","",""
"738","ENSCING00000020869","ENSCINT00000034511","","",""
