"","KHID","ensembl_transcript_id","KHname"
"399","KH.C1.1256","ENSCINT00000001159","KH2013:KH.C1.1256"
"400","KH.C1.126","ENSCINT00000025372","OR74A"
"401","KH.C1.1261","ENSCINT00000023728","KH2013:KH.C1.1261"
"402","KH.C1.1261","ENSCINT00000003967","KH2013:KH.C1.1261"
"403","KH.C1.1262","ENSCINT00000023645","KH2013:KH.C1.1262_DIRC2"
"404","KH.C1.1262","ENSCINT00000023643","KH2013:KH.C1.1262_DIRC2"
"405","KH.C1.1262","ENSCINT00000023644","KH2013:KH.C1.1262_DIRC2"
"406","KH.C1.1265","ENSCINT00000029450","TSPAN6/7"
"407","KH.C1.1265","ENSCINT00000015991","TSPAN6/7"
"408","KH.C1.1266","ENSCINT00000023651","LIM2.1"
"409","KH.C1.1266","ENSCINT00000002461","LIM2.1"
"410","KH.C1.1267","ENSCINT00000003244","RAD50"
"411","KH.C1.1267","ENSCINT00000003245","RAD50"
"412","KH.C1.1267","ENSCINT00000003239","RAD50"
"413","KH.C1.1267","ENSCINT00000003237","RAD50"
"414","KH.C1.1267","ENSCINT00000003235","RAD50"
"415","KH.C1.1268","ENSCINT00000027928","KH2013:KH.C1.1268"
"416","KH.C1.1268","ENSCINT00000025434","KH2013:KH.C1.1268"
"417","KH.C1.1269","ENSCINT00000028380","KH2013:KH.C1.1269_DUOXA1/2"
"418","KH.C1.1269","ENSCINT00000028381","KH2013:KH.C1.1269_DUOXA1/2"
"419","KH.C1.127","ENSCINT00000003933","LRRN1/2/3"
"420","KH.C1.1271","ENSCINT00000023695","F28C6.1/2"
"421","KH.C1.1271","ENSCINT00000023694","F28C6.1/2"
"422","KH.C1.1272","ENSCINT00000024075","KH2013:KH.C1.1272_THAP9"
"423","KH.C1.1272","ENSCINT00000024076","KH2013:KH.C1.1272_THAP9"
"424","KH.C1.1273","ENSCINT00000016340","EZH1/2"
"425","KH.C1.1273","ENSCINT00000016335","EZH1/2"
"426","KH.C1.1273","ENSCINT00000016333","EZH1/2"
"427","KH.C1.1275","ENSCINT00000009992","RUVBL1"
"428","KH.C1.1276","ENSCINT00000025418","KH2013:KH.C1.1276_CALM1/2"
"429","KH.C1.1277","ENSCINT00000023483","HTRA1/2/3/4"
"430","KH.C1.1278","ENSCINT00000010757","NSMCE1"
"431","KH.C1.1279","ENSCINT00000009843","KH2013:KH.C1.1279"
"432","KH.C1.1280","ENSCINT00000023947","KH2013:KH.C1.1280_LPHN3"
"433","KH.C1.1280","ENSCINT00000023950","KH2013:KH.C1.1280_LPHN3"
"434","KH.C1.1284","ENSCINT00000021824","C5ORF43"
"435","KH.C1.1286","ENSCINT00000011659","WDR16"
"436","KH.C1.1286","ENSCINT00000011660","WDR16"
"437","KH.C1.1287","ENSCINT00000012674","COL1A2"
"438","KH.C1.1287","ENSCINT00000025444","COL1A2"
"439","KH.C1.1287","ENSCINT00000025445","COL1A2"
"440","KH.C1.1288","ENSCINT00000005320","IFT57"
"441","KH.C1.1289","ENSCINT00000001965","NTPCR"
"442","KH.C1.129","ENSCINT00000023595","RHOF"
"443","KH.C1.129","ENSCINT00000015495","RHOF"
"444","KH.C1.1290","ENSCINT00000013675","SHMT2"
"445","KH.C1.1290","ENSCINT00000013673","SHMT2"
"446","KH.C1.1291","ENSCINT00000013011","KH2013:KH.C1.1291_MMP1"
"447","KH.C1.1291","ENSCINT00000013119","KH2013:KH.C1.1291_MMP1"
"448","KH.C1.1292","ENSCINT00000024130","XPO7"
"449","KH.C1.1292","ENSCINT00000010982","XPO7"
"450","KH.C1.1292","ENSCINT00000010978","XPO7"
"451","KH.C1.1293","ENSCINT00000016370","KH2013:KH.C1.1293_MEGF6"
"452","KH.C1.1293","ENSCINT00000016368","KH2013:KH.C1.1293_MEGF6"
"453","KH.C1.1295","ENSCINT00000025458","KH2013:KH.C1.1295"
"454","KH.C1.1296","ENSCINT00000008282","PPP1R13B"
"455","KH.C1.1297","ENSCINT00000003955","GTPBP4"
"456","KH.C1.1297","ENSCINT00000003957","GTPBP4"
"457","KH.C1.1297","ENSCINT00000003972","GTPBP4"
"458","KH.C1.1297","ENSCINT00000003961","GTPBP4"
"459","KH.C1.1298","ENSCINT00000010768","KH2013:KH.C1.1298"
"460","KH.C1.1299","ENSCINT00000009467","HDLBP"
"461","KH.C1.1299","ENSCINT00000009474","HDLBP"
"462","KH.C1.1299","ENSCINT00000009468","HDLBP"
"463","KH.C1.13","ENSCINT00000023918","KH2013:KH.C1.13_SLC19A2/3"
"464","KH.C1.13","ENSCINT00000029305","KH2013:KH.C1.13_SLC19A2/3"
"465","KH.C1.13","ENSCINT00000023920","KH2013:KH.C1.13_SLC19A2/3"
"466","KH.C1.13","ENSCINT00000029307","KH2013:KH.C1.13_SLC19A2/3"
"467","KH.C1.13","ENSCINT00000023919","KH2013:KH.C1.13_SLC19A2/3"
"468","KH.C1.13","ENSCINT00000029306","KH2013:KH.C1.13_SLC19A2/3"
"469","KH.C1.130","ENSCINT00000025491","MKLN1"
"470","KH.C1.130","ENSCINT00000005943","MKLN1"
"471","KH.C1.130","ENSCINT00000029642","MKLN1"
"472","KH.C1.130","ENSCINT00000029641","MKLN1"
"473","KH.C1.130","ENSCINT00000025492","MKLN1"
"474","KH.C1.1300","ENSCINT00000005789","MAK"
"475","KH.C1.1302","ENSCINT00000002465","COQ4"
"476","KH.C1.1302","ENSCINT00000025413","COQ4"
"477","KH.C1.1304","ENSCINT00000009675","KH2013:KH.C1.1304"
"478","KH.C1.131","ENSCINT00000006871","KH2013:KH.C1.131"
"479","KH.C1.131","ENSCINT00000025246","KH2013:KH.C1.131"
"480","KH.C1.133","ENSCINT00000025411","KH2013:KH.C1.133_RCN1/3"
"481","KH.C1.134","ENSCINT00000017091","KH2013:KH.C1.134"
"482","KH.C1.135","ENSCINT00000016383","SPG21"
"483","KH.C1.137","ENSCINT00000023482","TEFM"
"484","KH.C1.138","ENSCINT00000015516","FAM155A"
"485","KH.C1.14","ENSCINT00000009452","ARF2/6"
"486","KH.C1.141","ENSCINT00000003848","TMEM68"
"487","KH.C1.141","ENSCINT00000003854","TMEM68"
"488","KH.C1.141","ENSCINT00000003842","TMEM68"
"489","KH.C1.141","ENSCINT00000003851","TMEM68"
"490","KH.C1.142","ENSCINT00000025406","RASSF10A"
"491","KH.C1.142","ENSCINT00000009064","RASSF10A"
"492","KH.C1.142","ENSCINT00000025407","RASSF10A"
"493","KH.C1.143","ENSCINT00000025320","TMEM187"
"494","KH.C1.144","ENSCINT00000023520","KHDRBS1/2/3"
"495","KH.C1.144","ENSCINT00000023519","KHDRBS1/2/3"
"496","KH.C1.145","ENSCINT00000009502","DKC1"
"497","KH.C1.145","ENSCINT00000009504","DKC1"
"498","KH.C1.145","ENSCINT00000009497","DKC1"
"499","KH.C1.146","ENSCINT00000012091","KH2013:KH.C1.146_EPHA10/2/3/4/5/6/7/8"
"500","KH.C1.146","ENSCINT00000002492","KH2013:KH.C1.146_EPHA10/2/3/4/5/6/7/8"
"501","KH.C1.146","ENSCINT00000002487","KH2013:KH.C1.146_EPHA10/2/3/4/5/6/7/8"
"502","KH.C1.147","ENSCINT00000020205","TDRD1/6"
"503","KH.C1.149","ENSCINT00000018457","RYK"
"504","KH.C1.149","ENSCINT00000018458","RYK"
"505","KH.C1.149","ENSCINT00000018455","RYK"
"506","KH.C1.149","ENSCINT00000006121","RYK"
"507","KH.C1.15","ENSCINT00000009390","KH2013:KH.C1.15_KIAA1161"
"508","KH.C1.150","ENSCINT00000013819","NAA10/11"
"509","KH.C1.151","ENSCINT00000018496","KH2013:KH.C1.151_VWF"
"510","KH.C1.152","ENSCINT00000000300","KH2013:KH.C1.152_WBSCR27"
"511","KH.C1.152","ENSCINT00000025316","KH2013:KH.C1.152_WBSCR27"
"512","KH.C1.152","ENSCINT00000025315","KH2013:KH.C1.152_WBSCR27"
"513","KH.C1.153","ENSCINT00000016273","PIM1/3"
"514","KH.C1.153","ENSCINT00000016276","PIM1/3"
"515","KH.C1.158","ENSCINT00000025429","GSH1"
"516","KH.C1.158","ENSCINT00000009861","GSH1"
"517","KH.C1.158","ENSCINT00000012248","GSH1"
"518","KH.C1.158","ENSCINT00000025428","GSH1"
"519","KH.C1.159","ENSCINT00000025485","HES1/2/4"
"520","KH.C1.159","ENSCINT00000025484","HES1/2/4"
"521","KH.C1.16","ENSCINT00000023870","KH2013:KH.C1.16_SLC43A3"
"522","KH.C1.16","ENSCINT00000023871","KH2013:KH.C1.16_SLC43A3"
"523","KH.C1.16","ENSCINT00000023869","KH2013:KH.C1.16_SLC43A3"
"524","KH.C1.161","ENSCINT00000023659","INO80D"
"525","KH.C1.161","ENSCINT00000009737","INO80D"
"526","KH.C1.162","ENSCINT00000005737","AGPS"
"527","KH.C1.162","ENSCINT00000005747","AGPS"
"528","KH.C1.162","ENSCINT00000025373","AGPS"
"529","KH.C1.164","ENSCINT00000003528","MCPH1"
"530","KH.C1.164","ENSCINT00000023703","MCPH1"
"531","KH.C1.165","ENSCINT00000013774","VAMP1/2/3"
"532","KH.C1.165","ENSCINT00000013777","VAMP1/2/3"
"533","KH.C1.165","ENSCINT00000013779","VAMP1/2/3"
"534","KH.C1.168","ENSCINT00000017008","KH2013:KH.C1.168_TECTA"
"535","KH.C1.169","ENSCINT00000023707","GLD-2"
"536","KH.C1.169","ENSCINT00000003566","GLD-2"
"537","KH.C1.17","ENSCINT00000010747","TRNAU1AP"
"538","KH.C1.170","ENSCINT00000003326","KH2013:KH.C1.170_SLC7A6/7"
"539","KH.C1.171","ENSCINT00000023794","KH2013:KH.C1.171"
"540","KH.C1.171","ENSCINT00000023795","KH2013:KH.C1.171"
"541","KH.C1.172","ENSCINT00000005569","MPHOSPH10"
"542","KH.C1.173","ENSCINT00000011637","TBL2"
"543","KH.C1.173","ENSCINT00000023680","TBL2"
"544","KH.C1.175","ENSCINT00000015984","KLRC1/2/3"
"545","KH.C1.177","ENSCINT00000005318","TMCO3"
"546","KH.C1.178","ENSCINT00000009069","SSU72"
"547","KH.C1.179","ENSCINT00000016146","ABCF3"
"548","KH.C1.179","ENSCINT00000016144","ABCF3"
"549","KH.C1.179","ENSCINT00000016145","ABCF3"
"550","KH.C1.18","ENSCINT00000023480","PI16"
"551","KH.C1.181","ENSCINT00000012678","KH2013:KH.C1.181_CUZD1"
"552","KH.C1.182","ENSCINT00000029765","KH2013:KH.C1.182"
"553","KH.C1.183","ENSCINT00000005549","TDH"
"554","KH.C1.183","ENSCINT00000005557","TDH"
"555","KH.C1.184","ENSCINT00000023460","KH2013:KH.C1.184_FBN2"
"556","KH.C1.184","ENSCINT00000012607","KH2013:KH.C1.184_FBN2"
"557","KH.C1.185","ENSCINT00000025367","KH2013:KH.C1.185_TRPT1"
"558","KH.C1.185","ENSCINT00000025368","KH2013:KH.C1.185_TRPT1"
"559","KH.C1.185","ENSCINT00000004882","KH2013:KH.C1.185_TRPT1"
"560","KH.C1.186","ENSCINT00000025301","C1ORF50"
"561","KH.C1.187","ENSCINT00000025433","TNFAIP8L1/2/3"
"562","KH.C1.188","ENSCINT00000012587","Ci-epi1"
"563","KH.C1.189","ENSCINT00000023421","KH2013:KH.C1.189_FOXRED2"
"564","KH.C1.19","ENSCINT00000003897","ANKMY2"
"565","KH.C1.190","ENSCINT00000009344","KH2013:KH.C1.190_ATG3"
"566","KH.C1.190","ENSCINT00000009341","KH2013:KH.C1.190_ATG3"
"567","KH.C1.190","ENSCINT00000009336","KH2013:KH.C1.190_ATG3"
"568","KH.C1.192","ENSCINT00000010945","C20ORF72"
"569","KH.C1.195","ENSCINT00000022384","CCDC62"
"570","KH.C1.195","ENSCINT00000005500","CCDC62"
"571","KH.C1.196","ENSCINT00000005277","ETV1/4/5"
"572","KH.C1.198","ENSCINT00000003761","RERE"
"573","KH.C1.198","ENSCINT00000025307","RERE"
"574","KH.C1.198","ENSCINT00000009582","RERE"
"575","KH.C1.198","ENSCINT00000025306","RERE"
"576","KH.C1.199","ENSCINT00000012520","BBS1"
"577","KH.C1.2","ENSCINT00000023750","IMPDH1/2"
"578","KH.C1.2","ENSCINT00000023749","IMPDH1/2"
"579","KH.C1.2","ENSCINT00000014530","IMPDH1/2"
"580","KH.C1.20","ENSCINT00000009959","KH2013:KH.C1.20_K04C1.4"
"581","KH.C1.20","ENSCINT00000009951","KH2013:KH.C1.20_K04C1.4"
"582","KH.C1.20","ENSCINT00000009962","KH2013:KH.C1.20_K04C1.4"
"583","KH.C1.200","ENSCINT00000016132","FAM110C"
"584","KH.C1.201","ENSCINT00000023526","KH2013:KH.C1.201_MCH2"
"585","KH.C1.201","ENSCINT00000023525","KH2013:KH.C1.201_MCH2"
"586","KH.C1.202","ENSCINT00000010773","DNAPOL-ALPHA60"
"587","KH.C1.203","ENSCINT00000003941","CG"
"588","KH.C1.205","ENSCINT00000025348","KH2013:KH.C1.205"
"589","KH.C1.206","ENSCINT00000011808","ECE1/2"
"590","KH.C1.206","ENSCINT00000011811","ECE1/2"
"591","KH.C1.206","ENSCINT00000011815","ECE1/2"
"592","KH.C1.206","ENSCINT00000011823","ECE1/2"
"593","KH.C1.206","ENSCINT00000011824","ECE1/2"
"594","KH.C1.209","ENSCINT00000023894","MRPS22"
"595","KH.C1.21","ENSCINT00000007348","KH2013:KH.C1.21_CG2781"
"596","KH.C1.21","ENSCINT00000007344","KH2013:KH.C1.21_CG2781"
"597","KH.C1.211","ENSCINT00000023681","SYX-7"
"598","KH.C1.212","ENSCINT00000016243","DPY19L1/2"
"599","KH.C1.214","ENSCINT00000023702","KH2013:KH.C1.214_NLRP1/10/11/12/13/14/2/3/4/5/6/7/8/9"
"600","KH.C1.214","ENSCINT00000023701","KH2013:KH.C1.214_NLRP1/10/11/12/13/14/2/3/4/5/6/7/8/9"
"601","KH.C1.215","ENSCINT00000013699","ACCN1/2"
"602","KH.C1.215","ENSCINT00000013695","ACCN1/2"
"603","KH.C1.215","ENSCINT00000013693","ACCN1/2"
"604","KH.C1.216","ENSCINT00000009978","MYL1/3/4/6"
"605","KH.C1.216","ENSCINT00000009983","MYL1/3/4/6"
"606","KH.C1.216","ENSCINT00000009977","MYL1/3/4/6"
"607","KH.C1.217","ENSCINT00000015486","NSMCE4A"
"608","KH.C1.218","ENSCINT00000004922","ILKAP"
"609","KH.C1.219","ENSCINT00000025347","MBNL1/2/3"
"610","KH.C1.219","ENSCINT00000025345","MBNL1/2/3"
"611","KH.C1.219","ENSCINT00000025346","MBNL1/2/3"
"612","KH.C1.220","ENSCINT00000009926","MRPS25"
"613","KH.C1.221","ENSCINT00000023410","KH2013:KH.C1.221_RIPK1"
"614","KH.C1.222","ENSCINT00000012110","AKR1C2/21"
"615","KH.C1.224","ENSCINT00000010822","TBX20"
"616","KH.C1.225","ENSCINT00000010615","KH2013:KH.C1.225_SLC6A1"
"617","KH.C1.226","ENSCINT00000018463","TMEM115"
"618","KH.C1.228","ENSCINT00000009869","DSD1"
"619","KH.C1.229","ENSCINT00000016191","KH2013:KH.C1.229_CPB1/2"
"620","KH.C1.23","ENSCINT00000023577","GRHL1/2/3"
"621","KH.C1.23","ENSCINT00000023578","GRHL1/2/3"
"622","KH.C1.23","ENSCINT00000015515","GRHL1/2/3"
"623","KH.C1.230","ENSCINT00000008187","SLC25A26"
"624","KH.C1.230","ENSCINT00000008195","SLC25A26"
"625","KH.C1.230","ENSCINT00000008190","SLC25A26"
"626","KH.C1.232","ENSCINT00000023466","KCNA1/10/2/3/4/5/6/7"
"627","KH.C1.232","ENSCINT00000023467","KCNA1/10/2/3/4/5/6/7"
"628","KH.C1.234","ENSCINT00000023547","CLNS1A"
"629","KH.C1.234","ENSCINT00000028198","CLNS1A"
"630","KH.C1.235","ENSCINT00000029300","NACA/2"
"631","KH.C1.235","ENSCINT00000003937","NACA/2"
"632","KH.C1.237","ENSCINT00000018461","CYB561D1/2"
"633","KH.C1.238","ENSCINT00000027956","KH2013:KH.C1.238"
"634","KH.C1.238","ENSCINT00000029872","KH2013:KH.C1.238"
"635","KH.C1.238","ENSCINT00000027259","KH2013:KH.C1.238"
"636","KH.C1.238","ENSCINT00000027262","KH2013:KH.C1.238"
"637","KH.C1.239","ENSCINT00000015534","UTP3"
"638","KH.C1.240","ENSCINT00000001879","TACC/1/2/3"
"639","KH.C1.240","ENSCINT00000025462","TACC/1/2/3"
"640","KH.C1.241","ENSCINT00000009687","VPS53"
"641","KH.C1.241","ENSCINT00000009683","VPS53"
"642","KH.C1.242","ENSCINT00000017917","KH2013:KH.C1.242_ACTA1/2"
"643","KH.C1.242","ENSCINT00000015480","KH2013:KH.C1.242_ACTA1/2"
"644","KH.C1.242","ENSCINT00000023459","KH2013:KH.C1.242_ACTA1/2"
"645","KH.C1.242","ENSCINT00000012677","KH2013:KH.C1.242_ACTA1/2"
"646","KH.C1.242","ENSCINT00000012634","KH2013:KH.C1.242_ACTA1/2"
"647","KH.C1.242","ENSCINT00000012660","KH2013:KH.C1.242_ACTA1/2"
"648","KH.C1.242","ENSCINT00000023457","KH2013:KH.C1.242_ACTA1/2"
"649","KH.C1.244","ENSCINT00000016002","COL4A2/4/6"
"650","KH.C1.244","ENSCINT00000015996","COL4A2/4/6"
"651","KH.C1.244","ENSCINT00000016017","COL4A2/4/6"
"652","KH.C1.246","ENSCINT00000012668","CYP20A1"
"653","KH.C1.247","ENSCINT00000008329","SPEN"
"654","KH.C1.247","ENSCINT00000008327","SPEN"
"655","KH.C1.249","ENSCINT00000013708","PRR11"
"656","KH.C1.25","ENSCINT00000008989","KH2013:KH.C1.25"
"657","KH.C1.250","ENSCINT00000011644","CU856207.1"
"658","KH.C1.250","ENSCINT00000023683","CU856207.1"
"659","KH.C1.251","ENSCINT00000015461","PPP2R1B"
"660","KH.C1.252","ENSCINT00000009065","CALU-1"
"661","KH.C1.255","ENSCINT00000009814","SMUG1"
"662","KH.C1.256","ENSCINT00000018452","PEBP1"
"663","KH.C1.256","ENSCINT00000001993","PEBP1"
"664","KH.C1.26","ENSCINT00000009834","ATF1"
"665","KH.C1.26","ENSCINT00000023665","ATF1"
"666","KH.C1.26","ENSCINT00000023664","ATF1"
"667","KH.C1.260","ENSCINT00000014304","IL17A"
"668","KH.C1.260","ENSCINT00000028342","IL17A"
"669","KH.C1.263","ENSCINT00000023827","KH2013:KH.C1.263_RPL4"
"670","KH.C1.264","ENSCINT00000021107","YBX1/2"
"671","KH.C1.264","ENSCINT00000010620","YBX1/2"
"672","KH.C1.265","ENSCINT00000018485","KH2013:KH.C1.265_F32B5.1"
"673","KH.C1.265","ENSCINT00000018478","KH2013:KH.C1.265_F32B5.1"
"674","KH.C1.265","ENSCINT00000018480","KH2013:KH.C1.265_F32B5.1"
"675","KH.C1.266","ENSCINT00000028650","KH2013:KH.C1.266_FOXRED2"
"676","KH.C1.266","ENSCINT00000028649","KH2013:KH.C1.266_FOXRED2"
"677","KH.C1.266","ENSCINT00000013728","KH2013:KH.C1.266_FOXRED2"
"678","KH.C1.266","ENSCINT00000029238","KH2013:KH.C1.266_FOXRED2"
"679","KH.C1.267","ENSCINT00000005505","TAF3"
"680","KH.C1.269","ENSCINT00000019021","DNAJC3"
"681","KH.C1.269","ENSCINT00000019020","DNAJC3"
"682","KH.C1.27","ENSCINT00000012517","CERS5/6"
"683","KH.C1.270","ENSCINT00000023400","F5/8"
"684","KH.C1.270","ENSCINT00000014382","F5/8"
"685","KH.C1.270","ENSCINT00000023399","F5/8"
"686","KH.C1.272","ENSCINT00000008991","SPO11"
"687","KH.C1.272","ENSCINT00000025403","SPO11"
"688","KH.C1.272","ENSCINT00000009041","SPO11"
"689","KH.C1.274","ENSCINT00000023986","MYT1L"
"690","KH.C1.274","ENSCINT00000015965","MYT1L"
"691","KH.C1.275","ENSCINT00000008341","STAT5B"
"692","KH.C1.276","ENSCINT00000025286","C12ORF66"
"693","KH.C1.277","ENSCINT00000025358","KH2013:KH.C1.277_LPHN1/2/3"
"694","KH.C1.277","ENSCINT00000025360","KH2013:KH.C1.277_LPHN1/2/3"
"695","KH.C1.277","ENSCINT00000025359","KH2013:KH.C1.277_LPHN1/2/3"
"696","KH.C1.278","ENSCINT00000017168","DNAH2"
"697","KH.C1.278","ENSCINT00000017174","DNAH2"
"698","KH.C1.278","ENSCINT00000017162","DNAH2"
"699","KH.C1.279","ENSCINT00000016245","FBLN1/2"
"700","KH.C1.279","ENSCINT00000023890","FBLN1/2"
"701","KH.C1.279","ENSCINT00000016246","FBLN1/2"
"702","KH.C1.279","ENSCINT00000023892","FBLN1/2"
"703","KH.C1.282","ENSCINT00000000855","INTU"
"704","KH.C1.283","ENSCINT00000023521","MUC12EA"
"705","KH.C1.283","ENSCINT00000023522","MUC12EA"
"706","KH.C1.284","ENSCINT00000010610","TEX261"
"707","KH.C1.285","ENSCINT00000009961","KH2013:KH.C1.285_CKM"
"708","KH.C1.286","ENSCINT00000005493","KH2013:KH.C1.286_RGS22"
"709","KH.C1.286","ENSCINT00000005490","KH2013:KH.C1.286_RGS22"
"710","KH.C1.287","ENSCINT00000005836","EIF4A1/2"
"711","KH.C1.287","ENSCINT00000016021","EIF4A1/2"
"712","KH.C1.287","ENSCINT00000005839","EIF4A1/2"
"713","KH.C1.288","ENSCINT00000010618","COG7"
"714","KH.C1.288","ENSCINT00000024080","COG7"
"715","KH.C1.288","ENSCINT00000027551","COG7"
"716","KH.C1.288","ENSCINT00000024081","COG7"
"717","KH.C1.289","ENSCINT00000008224","DNAJC2"
"718","KH.C1.289","ENSCINT00000029558","DNAJC2"
"719","KH.C1.289","ENSCINT00000008200","DNAJC2"
"720","KH.C1.289","ENSCINT00000008207","DNAJC2"
"721","KH.C1.289","ENSCINT00000008181","DNAJC2"
"722","KH.C1.29","ENSCINT00000012563","KH2013:KH.C1.29_EIF4EBP1"
"723","KH.C1.290","ENSCINT00000003888","KH2013:KH.C1.290_ABCC1/3"
"724","KH.C1.290","ENSCINT00000014499","KH2013:KH.C1.290_ABCC1/3"
"725","KH.C1.290","ENSCINT00000014495","KH2013:KH.C1.290_ABCC1/3"
"726","KH.C1.290","ENSCINT00000003893","KH2013:KH.C1.290_ABCC1/3"
"727","KH.C1.292","ENSCINT00000000322","KH2013:KH.C1.292"
"728","KH.C1.292","ENSCINT00000000317","KH2013:KH.C1.292"
"729","KH.C1.292","ENSCINT00000000320","KH2013:KH.C1.292"
"730","KH.C1.296","ENSCINT00000029782","RPL22"
"731","KH.C1.296","ENSCINT00000002691","RPL22"
"732","KH.C1.296","ENSCINT00000002688","RPL22"
"733","KH.C1.297","ENSCINT00000013420","CDK2/3"
"734","KH.C1.297","ENSCINT00000013379","CDK2/3"
"735","KH.C1.297","ENSCINT00000013368","CDK2/3"
"736","KH.C1.298","ENSCINT00000020066","KH2013:KH.C1.298_BHMT/2"
"737","KH.C1.298","ENSCINT00000028405","KH2013:KH.C1.298_BHMT/2"
"738","KH.C1.299","ENSCINT00000011827","KH2013:KH.C1.299_B3GNT2/7/9"
"739","KH.C1.30","ENSCINT00000015483","KH2013:KH.C1.30_CG14331"
"740","KH.C1.300","ENSCINT00000000354","KH2013:KH.C1.300_BDS1"
"741","KH.C1.300","ENSCINT00000000361","KH2013:KH.C1.300_BDS1"
"742","KH.C1.301","ENSCINT00000025508","HOMER/1/2/3"
"743","KH.C1.301","ENSCINT00000025509","HOMER/1/2/3"
"744","KH.C1.302","ENSCINT00000015917","TMPRSS11E"
"745","KH.C1.304","ENSCINT00000020353","KH2013:KH.C1.304"
"746","KH.C1.304","ENSCINT00000025297","KH2013:KH.C1.304"
"747","KH.C1.305","ENSCINT00000027213","KH2013:KH.C1.305_PLBD1/2"
"748","KH.C1.306","ENSCINT00000020953","C17F3.3"
"749","KH.C1.307","ENSCINT00000028640","GLS/2"
"750","KH.C1.307","ENSCINT00000005292","GLS/2"
"751","KH.C1.308","ENSCINT00000025404","C06E1.3"
"752","KH.C1.309","ENSCINT00000012524","SNF8"
"753","KH.C1.310","ENSCINT00000025392","KH2013:KH.C1.310_WDR64"
"754","KH.C1.310","ENSCINT00000025391","KH2013:KH.C1.310_WDR64"
"755","KH.C1.311","ENSCINT00000012483","PSMD3"
"756","KH.C1.312","ENSCINT00000020237","KH2013:KH.C1.312_FOXRED2"
"757","KH.C1.312","ENSCINT00000023423","KH2013:KH.C1.312_FOXRED2"
"758","KH.C1.312","ENSCINT00000013723","KH2013:KH.C1.312_FOXRED2"
"759","KH.C1.312","ENSCINT00000013726","KH2013:KH.C1.312_FOXRED2"
"760","KH.C1.313","ENSCINT00000025299","KH2013:KH.C1.313"
"761","KH.C1.313","ENSCINT00000028028","KH2013:KH.C1.313"
"762","KH.C1.313","ENSCINT00000009387","KH2013:KH.C1.313"
"763","KH.C1.313","ENSCINT00000025298","KH2013:KH.C1.313"
"764","KH.C1.313","ENSCINT00000021506","KH2013:KH.C1.313"
"765","KH.C1.314","ENSCINT00000011647","RGS1/10/13/18/3/4/5/8"
"766","KH.C1.316","ENSCINT00000015982","KH2013:KH.C1.316_FAM154B"
"767","KH.C1.317","ENSCINT00000012497","KH2013:KH.C1.317_SPTLC2/3"
"768","KH.C1.319","ENSCINT00000016153","KH2013:KH.C1.319_HEG1"
"769","KH.C1.319","ENSCINT00000016155","KH2013:KH.C1.319_HEG1"
"770","KH.C1.32","ENSCINT00000001955","ZNF608"
"771","KH.C1.32","ENSCINT00000001951","ZNF608"
"772","KH.C1.320","ENSCINT00000002351","LETM1"
"773","KH.C1.322","ENSCINT00000002594","NAT1/2"
"774","KH.C1.324","ENSCINT00000023618","KH2013:KH.C1.324_CDIPT"
"775","KH.C1.324","ENSCINT00000011188","KH2013:KH.C1.324_CDIPT"
"776","KH.C1.325","ENSCINT00000008141","LRRC47"
"777","KH.C1.326","ENSCINT00000005323","AMOTL1/2"
"778","KH.C1.327","ENSCINT00000012566","KH2013:KH.C1.327"
"779","KH.C1.329","ENSCINT00000008166","RAN"
"780","KH.C1.33","ENSCINT00000018491","KH2013:KH.C1.33_CG13759"
"781","KH.C1.33","ENSCINT00000029273","KH2013:KH.C1.33_CG13759"
"782","KH.C1.330","ENSCINT00000016192","SI:DKEY-79F11.5"
"783","KH.C1.332","ENSCINT00000023712","KH2013:KH.C1.332_NAS-30/33/36/37/38"
"784","KH.C1.332","ENSCINT00000023713","KH2013:KH.C1.332_NAS-30/33/36/37/38"
"785","KH.C1.333","ENSCINT00000009448","RPL19"
"786","KH.C1.333","ENSCINT00000009453","RPL19"
"787","KH.C1.333","ENSCINT00000009458","RPL19"
"788","KH.C1.334","ENSCINT00000024107","KH2013:KH.C1.334_DRH-1/3"
"789","KH.C1.334","ENSCINT00000024104","KH2013:KH.C1.334_DRH-1/3"
"790","KH.C1.334","ENSCINT00000024106","KH2013:KH.C1.334_DRH-1/3"
"791","KH.C1.335","ENSCINT00000001169","TMCC1/2/3"
"792","KH.C1.335","ENSCINT00000001183","TMCC1/2/3"
"793","KH.C1.335","ENSCINT00000001188","TMCC1/2/3"
"794","KH.C1.336","ENSCINT00000015247","KIF3B"
"795","KH.C1.336","ENSCINT00000015263","KIF3B"
"796","KH.C1.337","ENSCINT00000022420","SI:CH211-39A7.1"
"797","KH.C1.338","ENSCINT00000011709","ARMC1"
"798","KH.C1.339","ENSCINT00000023939","RASA2/3"
"799","KH.C1.339","ENSCINT00000023938","RASA2/3"
"800","KH.C1.339","ENSCINT00000023940","RASA2/3"
"801","KH.C1.340","ENSCINT00000010869","MMP14/15/16/24"
"802","KH.C1.340","ENSCINT00000010888","MMP14/15/16/24"
"803","KH.C1.340","ENSCINT00000010891","MMP14/15/16/24"
"804","KH.C1.341","ENSCINT00000016981","POP1"
"805","KH.C1.344","ENSCINT00000025514","S1PR3"
"806","KH.C1.344","ENSCINT00000025513","S1PR3"
