"","ensembl_transcript_id","KHID","KHname","ensembl_gene_id","external_gene_name","refseq_peptide","refseq_peptide_predicted"
"277","ENSCINT00000000951","KH.L64.3","KH2013:KH.L64.3","ENSCING00000000518","","","XP_002131048"
"278","ENSCINT00000000970","KH.S2020.1","KH2013:KH.S2020.1_FUT4/7/9","ENSCING00000000531","ona2","NP_001027697",""
"279","ENSCINT00000000973","KH.C6.197","KH2013:KH.C6.197_HMCN1","ENSCING00000000534","meta2","NP_001027777",""
"280","ENSCINT00000000976","KH.L158.3","PHC1/2","ENSCING00000000533","","",""
"281","ENSCINT00000000977","KH.L155.13","LRRC9","ENSCING00000000536","","",""
"282","ENSCINT00000000979","KH.L21.2","KH2013:KH.L21.2_VWF","ENSCING00000000532","","",""
"283","ENSCINT00000000980","KH.L162.11","CPSF1","ENSCING00000000514","","",""
"284","ENSCINT00000000990","KH.L155.25","KH2013:KH.L155.25_PPK/23","ENSCING00000000539","","",""
"285","ENSCINT00000000991","KH.C6.78","KH2013:KH.C6.78_HMCN1","ENSCING00000000543","","",""
"286","ENSCINT00000000993","KH.C11.161","MYO19","ENSCING00000000542","","",""
"287","ENSCINT00000001002","KH.C9.667","GGT1","ENSCING00000000540","","",""
"288","ENSCINT00000001009","KH.L20.13","CDH23","ENSCING00000000549","","",""
"289","ENSCINT00000001015","KH.L20.23","CH25H","ENSCING00000000552","","","XP_009861492"
"290","ENSCINT00000001017","KH.C8.768","PGP","ENSCING00000000551","","",""
"291","ENSCINT00000001020","KH.C12.181","ALH-4/5","ENSCING00000000550","","",""
"292","ENSCINT00000001022","KH.S806.1","KH2013:KH.S806.1_TRAF3/5","ENSCING00000000553","","","XP_002121961"
"293","ENSCINT00000001023","KH.C8.12","TSEN2","ENSCING00000013311","","",""
"294","ENSCINT00000001027","KH.L92.4","KH2013:KH.L92.4","ENSCING00000000556","","","XP_004227333"
"295","ENSCINT00000001028","KH.S1718.1","NUP42/98","ENSCING00000000557","","",""
"296","ENSCINT00000001033","KH.C12.163","DPA","ENSCING00000000560","","",""
"297","ENSCINT00000001039","KH.L123.8","KH2013:KH.L123.8_GRB2","ENSCING00000016031","","","XP_002125941"
"298","ENSCINT00000001041","KH.L41.69","KH2013:KH.L41.69_LRRC28","ENSCING00000000566","","","XP_026694687"
"299","ENSCINT00000001041","KH.L41.69","KH2013:KH.L41.69_LRRC28","ENSCING00000000566","","","XP_002128694"
"300","ENSCINT00000001046","KH.C8.528","ZNF277","ENSCING00000000567","","",""
"301","ENSCINT00000001049","KH.S2295.1","ATF7IP","ENSCING00000000570","","",""
"302","ENSCINT00000001050","KH.S424.3","COX10","ENSCING00000000572","","",""
"303","ENSCINT00000001056","KH.C1.1092","MRS2","ENSCING00000000576","","",""
"304","ENSCINT00000001058","KH.C14.438","CCDC138","ENSCING00000019057","","",""
"305","ENSCINT00000001063","KH.S424.2","RAPGEF3/4/5","ENSCING00000000577","","",""
"306","ENSCINT00000001072","KH.L146.3","NUDT19","ENSCING00000000585","","",""
"307","ENSCINT00000001075","KH.S1969.1","KH2013:KH.S1969.1_APPL1/2","ENSCING00000016356","","",""
"308","ENSCINT00000001079","KH.L76.10","VASH1/2","ENSCING00000000588","","","XP_002130486"
"309","ENSCINT00000001082","KH.C13.146","KH2013:KH.C13.146_F58F9.1/6/8/9","ENSCING00000000592","","",""
"310","ENSCINT00000001084","KH.C13.16","KH2013:KH.C13.16_CFP","ENSCING00000016632","","",""
"311","ENSCINT00000001091","KH.S1180.1","GMPPB","ENSCING00000000596","","","XP_009858053"
"312","ENSCINT00000001097","KH.L16.2","KH2013:KH.L16.2_CHDH","ENSCING00000000599","","",""
"313","ENSCINT00000001108","KH.C1.967","KH2013:KH.C1.967","ENSCING00000012876","","",""
"314","ENSCINT00000001109","KH.S783.1","KH2013:KH.S783.1_PTPRA","ENSCING00000000605","","",""
"315","ENSCINT00000001118","KH.C1.1175","NOTCH3","ENSCING00000012907","","",""
"316","ENSCINT00000001120","KH.S455.3","SUV420H1","ENSCING00000000607","","",""
"317","ENSCINT00000001121","KH.L153.114","KH2013:KH.L153.114","ENSCING00000014980","","",""
"318","ENSCINT00000001134","KH.S455.2","CG14434","ENSCING00000000615","","","XP_002127902"
"319","ENSCINT00000001140","KH.C3.92","KH2013:KH.C3.92_SIAE","ENSCING00000021644","","",""
"320","ENSCINT00000001141","KH.L7.25","GTF2E1","ENSCING00000000616","","","XP_018671738"
"321","ENSCINT00000001143","KH.S1227.3","KH2013:KH.S1227.3_PLLP","ENSCING00000000622","","","XP_002130442"
"322","ENSCINT00000001145","KH.C3.878","KH2013:KH.C3.878_SIAE","ENSCING00000000623","","",""
"323","ENSCINT00000001146","KH.S615.3","FGF10/16/22/4/5/6/7","ENSCING00000000625","fgf4/5/6","NP_001027747",""
"324","ENSCINT00000001147","KH.L153.7","Y55F3AM.14","ENSCING00000000609","","",""
"325","ENSCINT00000001148","KH.C11.339","RPLP2","ENSCING00000000626","","","XP_026692658"
"326","ENSCINT00000001149","KH.S455.4","HSPB1","ENSCING00000000618","","NP_001027772","XP_002119131"
"327","ENSCINT00000001153","KH.C12.484","COPS6","ENSCING00000000624","","",""
"328","ENSCINT00000001155","KH.S615.2","KH2013:KH.S615.2_CALM1/3","ENSCING00000000627","","","XP_002129194"
"329","ENSCINT00000001156","KH.S455.1","SAMM50","ENSCING00000000630","","","XP_009861082"
"330","ENSCINT00000001159","KH.C1.1256","KH2013:KH.C1.1256","ENSCING00000000632","","","XP_002126498"
"331","ENSCINT00000001160","KH.C12.287","KH2013:KH.C12.287_FRRS1","ENSCING00000000634","","","XP_002129252"
"332","ENSCINT00000001165","KH.C1.1039","KH2013:KH.C1.1039_PRSS12","ENSCING00000000636","","",""
"333","ENSCINT00000001166","KH.C13.72","XRCC6","ENSCING00000000633","","","XP_002122561"
"334","ENSCINT00000001168","KH.S455.8","C09E7.5/9","ENSCING00000000635","","",""
"335","ENSCINT00000001169","KH.C1.335","TMCC1/2/3","ENSCING00000000638","","",""
"336","ENSCINT00000001170","KH.S455.8","C09E7.5/9","ENSCING00000000639","","",""
"337","ENSCINT00000001174","KH.C3.633","TRRAP","ENSCING00000001896","","",""
"338","ENSCINT00000001181","KH.S597.1","KIFC1","ENSCING00000000645","","",""
"339","ENSCINT00000001184","KH.C12.618","FAM76B","ENSCING00000000643","","",""
"340","ENSCINT00000001187","KH.C12.427","KH2013:KH.C12.427","ENSCING00000000649","","",""
"341","ENSCINT00000001190","KH.C12.86","KLHL13/14/9","ENSCING00000000650","","",""
"342","ENSCINT00000001192","KH.S1217.1","KH2013:KH.S1217.1","ENSCING00000000653","","","XP_002120120"
"343","ENSCINT00000001194","KH.C12.230","DDO","ENSCING00000000654","","",""
"344","ENSCINT00000001201","KH.S854.5","KH2013:KH.S854.5_CERS2/3/4","ENSCING00000000657","","NP_001122350",""
"345","ENSCINT00000001209","KH.C12.305","WHSC1L1","ENSCING00000000661","","",""
"346","ENSCINT00000001211","KH.L141.69","FUT-4/6","ENSCING00000023650","","",""
"347","ENSCINT00000001212","KH.C12.75","CDKL2","ENSCING00000000662","","",""
"348","ENSCINT00000001214","KH.C9.869","KH2013:KH.C9.869_FUT3/4/5/6/7/9","ENSCING00000006488","","",""
"349","ENSCINT00000001226","KH.C8.425","RPIA","ENSCING00000000668","","","XP_002127897"
"350","ENSCINT00000001227","KH.C13.42","CAMSAP1/2","ENSCING00000000670","","",""
"351","ENSCINT00000001240","KH.C13.159","F53F4.1/14","ENSCING00000000676","","",""
"352","ENSCINT00000001241","KH.S2820.2","UCHL1/3/4","ENSCING00000000673","","","XP_004227487"
"353","ENSCINT00000001243","KH.S573.7","KH2013:KH.S573.7_GST-12/13/14/15/16/17/18/19/2/21/22/24/27/28/29/3/30/31/32/33/34/35/37/38/39/4/5/6/7/8/9","ENSCING00000000677","","","XP_002128278"
"354","ENSCINT00000001249","KH.C12.599","KH2013:KH.C12.599","ENSCING00000000680","","",""
"355","ENSCINT00000001251","KH.C12.155","C6ORF118","ENSCING00000000682","","","XP_002120703"
"356","ENSCINT00000001251","KH.C12.155","C6ORF118","ENSCING00000000682","","","XP_026692914"
"357","ENSCINT00000001255","KH.C12.225","RASSF/2/4/6","ENSCING00000000686","","",""
"358","ENSCINT00000001257","KH.C8.586","PTGES2","ENSCING00000000684","","","XP_002128139"
"359","ENSCINT00000001257","KH.C8.586","PTGES2","ENSCING00000000684","","","XP_026691503"
"360","ENSCINT00000001261","KH.S854.2","RPTOR","ENSCING00000000685","","",""
"361","ENSCINT00000001263","KH.C4.226","KH2013:KH.C4.226","ENSCING00000000689","","",""
"362","ENSCINT00000001267","KH.L52.1","KH2013:KH.L52.1_VCAM1","ENSCING00000000695","","",""
"363","ENSCINT00000001268","KH.C12.201","KH2013:KH.C12.201_LYPD2","ENSCING00000000694","","","XP_002121809"
"364","ENSCINT00000001269","KH.C4.68","GCOM1","ENSCING00000000696","","",""
"365","ENSCINT00000001276","KH.C12.68","KH2013:KH.C12.68_T15B7.1","ENSCING00000000700","","",""
"366","ENSCINT00000001280","KH.C12.284","KH2013:KH.C12.284_LYPD2","ENSCING00000000703","","","XP_002121869"
"367","ENSCINT00000001287","KH.L87.27","MPPED1/2","ENSCING00000000706","","",""
"368","ENSCINT00000001290","KH.C12.680","CTDNEP1","ENSCING00000000705","","","XP_002123407"
"369","ENSCINT00000001290","KH.C12.680","CTDNEP1","ENSCING00000000705","","","XP_009860394"
"370","ENSCINT00000001292","KH.C6.29","PSPC1","ENSCING00000013823","","",""
"371","ENSCINT00000001301","KH.L153.71","MRPS15","ENSCING00000000714","","",""
"372","ENSCINT00000001304","KH.C12.222","CG8145","ENSCING00000000713","zf(c2h2)-75","NP_001122382",""
"373","ENSCINT00000001308","KH.C1.478","Y67H2A.10","ENSCING00000000717","","",""
"374","ENSCINT00000001310","KH.L41.42","PPP1CC","ENSCING00000000707","","",""
"375","ENSCINT00000001311","KH.L170.31","ALG2","ENSCING00000000711","","","XP_002119392"
"376","ENSCINT00000001320","KH.S115.34","SRE-38","ENSCING00000016124","","","XP_002128610"
"377","ENSCINT00000001322","KH.S351.6","RASIP1","ENSCING00000000722","","",""
"378","ENSCINT00000001323","KH.S675.3","ACBD5","ENSCING00000000720","","","XP_002121967"
"379","ENSCINT00000001325","KH.C5.61","ISY1","ENSCING00000024573","","",""
"380","ENSCINT00000001330","KH.C12.276","KH2013:KH.C12.276_REEP5/6","ENSCING00000000719","","","XP_002123923"
"381","ENSCINT00000001330","KH.C12.276","KH2013:KH.C12.276_REEP5/6","ENSCING00000000719","","","XP_004226720"
"382","ENSCINT00000001332","KH.L41.16","COX15","ENSCING00000000724","","","XP_018671544"
"383","ENSCINT00000001332","KH.L41.16","COX15","ENSCING00000000724","","","XP_002130051"
"384","ENSCINT00000001336","KH.C5.61","ISY1","ENSCING00000000716","","",""
"385","ENSCINT00000001338","KH.L41.49","RPL6","ENSCING00000000730","","","XP_009861668"
"386","ENSCINT00000001338","KH.L41.49","RPL6","ENSCING00000000730","","","XP_026694709"
"387","ENSCINT00000001338","KH.L41.49","RPL6","ENSCING00000000730","","","XP_009861669"
"388","ENSCINT00000001338","KH.L41.49","RPL6","ENSCING00000000730","","","XP_009861667"
"389","ENSCINT00000001340","KH.S675.6","CG42382","ENSCING00000000731","","","XP_002121597"
"390","ENSCINT00000001342","KH.S605.3","CRYBA1/2/4","ENSCING00000000732","","","XP_002126888"
"391","ENSCINT00000001344","KH.S675.1","KH2013:KH.S675.1","ENSCING00000000734","","",""
"392","ENSCINT00000001353","KH.L79.1","BAHD1","ENSCING00000000740","","",""
"393","ENSCINT00000001354","KH.C1.94","MIB1","ENSCING00000000739","","",""
"394","ENSCINT00000001355","KH.L41.53","KH2013:KH.L41.53","ENSCING00000000741","","","XP_026694706"
"395","ENSCINT00000001358","KH.C8.80","KH2013:KH.C8.80_SI:DKEY-29D8.3","ENSCING00000013176","","","XP_026691281"
"396","ENSCINT00000001359","KH.L41.47","AKAP14","ENSCING00000000744","","","XP_002129712"
"397","ENSCINT00000001362","KH.S1050.1","KH2013:KH.S1050.1_COLEC10/11","ENSCING00000000742","","","XP_002119516"
"398","ENSCINT00000001368","KH.L137.3","ATAD1","ENSCING00000000743","","",""
"399","ENSCINT00000001371","KH.L41.64","GTF2H2","ENSCING00000000752","","",""
"400","ENSCINT00000001377","KH.L137.1","MTFMT","ENSCING00000000755","","","XP_002129780"
"401","ENSCINT00000001385","KH.L41.50","SLC12A9","ENSCING00000000757","","",""
"402","ENSCINT00000001388","KH.L102.4","SPN27A","ENSCING00000000760","","",""
"403","ENSCINT00000001390","KH.C10.402","PLA2G10/5","ENSCING00000014939","","",""
"404","ENSCINT00000001394","KH.S1163.2","KH2013:KH.S1163.2_GBE1","ENSCING00000000748","","",""
"405","ENSCINT00000001400","KH.L41.4","C20H1ORF112","ENSCING00000000769","","",""
"406","ENSCINT00000001404","KH.S1120.2","SI:DKEY-242H9.3","ENSCING00000000771","","",""
"407","ENSCINT00000001408","KH.C1.694","KH2013:KH.C1.694_ENPP7","ENSCING00000000774","","",""
"408","ENSCINT00000001409","KH.S1163.1","PUS10","ENSCING00000000773","","","XP_002122785"
"409","ENSCINT00000001413","KH.L87.5","KH2013:KH.L87.5_PHRF1","ENSCING00000000778","","",""
"410","ENSCINT00000001418","KH.L87.13","IQGAP1/2/3","ENSCING00000000781","","",""
"411","ENSCINT00000001420","KH.C12.495","DDX51","ENSCING00000000770","","",""
"412","ENSCINT00000001421","KH.C1.1231","GCC2","ENSCING00000007932","","",""
"413","ENSCINT00000001425","KH.C12.495","DDX51","ENSCING00000000770","","",""
"414","ENSCINT00000001431","KH.L43.3","HHAT","ENSCING00000019703","","",""
"415","ENSCINT00000001445","KH.L87.40","EFTUD1","ENSCING00000000792","","",""
"416","ENSCINT00000001450","KH.S675.7","DNAH6/7","ENSCING00000000798","","",""
"417","ENSCINT00000001459","KH.S2142.2","KH2013:KH.S2142.2_0610012H03RIK","ENSCING00000002266","","","XP_026695528"
"418","ENSCINT00000001459","KH.S2142.2","KH2013:KH.S2142.2_0610012H03RIK","ENSCING00000002266","","","XP_026695529"
"419","ENSCINT00000001459","KH.S2142.2","KH2013:KH.S2142.2_0610012H03RIK","ENSCING00000002266","","","XP_002121399"
"420","ENSCINT00000001474","KH.S1404.2","KH2013:KH.S1404.2_IRF4","ENSCING00000000808","irf-like-3","NP_001071742",""
"421","ENSCINT00000001477","KH.S1404.1","TBX19","ENSCING00000000810","brachyury","NP_001071946",""
"422","ENSCINT00000001481","KH.C12.227","KH2013:KH.C12.227_XIAP","ENSCING00000000815","","",""
"423","ENSCINT00000001484","KH.C12.657","KH2013:KH.C12.657_LONP2","ENSCING00000000814","","",""
"424","ENSCINT00000001490","KH.C12.66","ATM-1","ENSCING00000000816","","",""
"425","ENSCINT00000001493","KH.S1042.2","CG17717","ENSCING00000000821","","",""
"426","ENSCINT00000001500","KH.S702.3","KH2013:KH.S702.3_CDC42","ENSCING00000000822","cdc42","NP_001027691",""
"427","ENSCINT00000001503","KH.S702.3","KH2013:KH.S702.3_CDC42","ENSCING00000000822","cdc42","",""
"428","ENSCINT00000001507","KH.C12.625","KH2013:KH.C12.625_Y97E10AL.1","ENSCING00000000827","","","XP_002121910"
"429","ENSCINT00000001510","KH.S970.1","PPPDE1","ENSCING00000000830","","","XP_002126976"
"430","ENSCINT00000001511","KH.S702.2","KH2013:KH.S702.2_ANKAR","ENSCING00000000829","","","XP_009861999"
"431","ENSCINT00000001514","KH.S702.2","KH2013:KH.S702.2_ANKAR","ENSCING00000000829","","",""
"432","ENSCINT00000001520","KH.C2.61","KH2013:KH.C2.61_SRD5A1","ENSCING00000000832","","","XP_002121013"
"433","ENSCINT00000001523","KH.S516.4","GAL3ST1/4","ENSCING00000015253","","","XP_002119474"
"434","ENSCINT00000001526","KH.L154.32","GNAQ","ENSCING00000000839","","",""
"435","ENSCINT00000001527","KH.C2.725","KH2013:KH.C2.725_RBPJ","ENSCING00000000838","su(h)","NP_001027750",""
"436","ENSCINT00000001528","KH.C7.655","KH2013:KH.C7.655","ENSCING00000011982","","","XP_026690883"
"437","ENSCINT00000001528","KH.C7.655","KH2013:KH.C7.655","ENSCING00000011982","","","XP_009858954"
"438","ENSCINT00000001529","KH.L154.49","KH2013:KH.L154.49_CG8193","ENSCING00000014702","","","XP_026694191"
"439","ENSCINT00000001529","KH.L154.49","KH2013:KH.L154.49_CG8193","ENSCING00000014702","","","XP_018671030"
"440","ENSCINT00000001530","KH.C2.547","ZFAND2A","ENSCING00000000841","","","XP_004225695"
"441","ENSCINT00000001531","KH.C7.6","AMMECR1","ENSCING00000000837","","","XP_002129514"
"442","ENSCINT00000001535","KH.L154.4","KH2013:KH.L154.4_ACTB/1/2","ENSCING00000000843","","",""
"443","ENSCINT00000001538","KH.L154.43","KH2013:KH.L154.43_ACT1","ENSCING00000000846","","","XP_009861333"
"444","ENSCINT00000001540","KH.C7.697","ANGPT1/2/4","ENSCING00000000849","","",""
"445","ENSCINT00000001541","KH.L154.43","KH2013:KH.L154.43_ACT1","ENSCING00000008777","","",""
"446","ENSCINT00000001545","KH.C8.484","C17ORF59","ENSCING00000000854","","","XP_026691412"
"447","ENSCINT00000001545","KH.C8.484","C17ORF59","ENSCING00000000854","","","XP_018668519"
"448","ENSCINT00000001547","KH.C8.308","RPS20","ENSCING00000000852","","",""
"449","ENSCINT00000001561","KH.L104.4","KH2013:KH.L104.4_RIPK2/3","ENSCING00000000863","","","XP_009858529"
"450","ENSCINT00000001561","KH.L104.4","KH2013:KH.L104.4_RIPK2/3","ENSCING00000000863","","","XP_018670537"
"451","ENSCINT00000001561","KH.L104.4","KH2013:KH.L104.4_RIPK2/3","ENSCING00000000863","","","XP_018670538"
"452","ENSCINT00000001561","KH.L104.4","KH2013:KH.L104.4_RIPK2/3","ENSCING00000000863","","","XP_009862069"
"453","ENSCINT00000001566","KH.S733.2","KH2013:KH.S733.2_ITLN1/2","ENSCING00000000867","","",""
"454","ENSCINT00000001567","KH.C7.642","METTL15","ENSCING00000000864","","",""
"455","ENSCINT00000001568","KH.S733.1","KH2013:KH.S733.1_ITLN3","ENSCING00000000868","","NP_001231983",""
"456","ENSCINT00000001591","KH.S630.1","ITGA5/8","ENSCING00000000871","","",""
"457","ENSCINT00000001598","KH.S742.2","FGFR1/2/3/4","ENSCING00000000875","fgfr","NP_001037820",""
"458","ENSCINT00000001599","KH.C2.236","COL6A1/2/3/5/6","ENSCING00000011322","","",""
"459","ENSCINT00000001600","KH.S1740.2","FAM210B","ENSCING00000000878","","","XP_002129529"
"460","ENSCINT00000001602","KH.L41.51","MED22","ENSCING00000017420","","",""
"461","ENSCINT00000001606","KH.C7.116","KH2013:KH.C7.116_SLC6A7","ENSCING00000006579","","",""
"462","ENSCINT00000001609","KH.C2.109","FKBP6","ENSCING00000000881","","",""
"463","ENSCINT00000001615","KH.L39.1","SNAPC1","ENSCING00000014914","","",""
"464","ENSCINT00000001618","KH.C2.661","ZK563.2","ENSCING00000000884","","",""
"465","ENSCINT00000001619","KH.S921.4","KH2013:KH.S921.4","ENSCING00000017500","","","XP_002131028"
"466","ENSCINT00000001621","KH.C12.251","KH2013:KH.C12.251_SLC2A8","ENSCING00000000888","","",""
"467","ENSCINT00000001623","KH.C2.992","KH2013:KH.C2.992_SPON1","ENSCING00000000885","","","XP_009857746"
"468","ENSCINT00000001623","KH.C2.992","KH2013:KH.C2.992_SPON1","ENSCING00000000885","","","XP_002130986"
"469","ENSCINT00000001626","KH.C12.362","SGOL1","ENSCING00000000890","","",""
"470","ENSCINT00000001627","KH.C2.559","KH2013:KH.C2.559_TPCN1","ENSCING00000000892","","",""
"471","ENSCINT00000001628","KH.C2.28","RPL10A","ENSCING00000000891","","","XP_002131210"
"472","ENSCINT00000001630","KH.C12.520","KH2013:KH.C12.520","ENSCING00000000893","","",""
"473","ENSCINT00000001631","KH.C2.181","ARIH1","ENSCING00000000894","","",""
"474","ENSCINT00000001632","KH.L153.9","FSD1L","ENSCING00000000895","","",""
"475","ENSCINT00000001635","KH.C2.695","CLPS","ENSCING00000000898","","","XP_002129864"
"476","ENSCINT00000001638","KH.C12.103","LMNB1/2","ENSCING00000000897","","NP_001093902",""
"477","ENSCINT00000001639","KH.C2.84","PAWR","ENSCING00000000899","","","XP_002130071"
"478","ENSCINT00000001640","KH.C14.55","KH2013:KH.C14.55","ENSCING00000000901","","",""
"479","ENSCINT00000001641","KH.C2.734","SYT7","ENSCING00000000903","","",""
"480","ENSCINT00000001642","KH.C14.256","KH2013:KH.C14.256_TECTA","ENSCING00000000902","","",""
"481","ENSCINT00000001643","KH.C2.442","SLC1A2","ENSCING00000000904","","",""
"482","ENSCINT00000001646","KH.C2.82","KH2013:KH.C2.82","ENSCING00000000907","","","XP_002130874"
"483","ENSCINT00000001650","KH.C2.52","KIAA0319","ENSCING00000000910","","",""
"484","ENSCINT00000001651","KH.C2.516","KH2013:KH.C2.516_CACHD1","ENSCING00000000911","","",""
"485","ENSCINT00000001652","KH.C2.516","KH2013:KH.C2.516_CACHD1","ENSCING00000000912","","",""
"486","ENSCINT00000001653","KH.C2.432","C18H11ORF58","ENSCING00000000913","","","XP_009857542"
"487","ENSCINT00000001653","KH.C2.432","C18H11ORF58","ENSCING00000000913","","","XP_002131437"
"488","ENSCINT00000001654","KH.C14.180","HSPA4L","ENSCING00000000914","","",""
"489","ENSCINT00000001657","KH.C2.282","KH2013:KH.C2.282_DNAJC27","ENSCING00000000917","rbj","NP_001041451","XP_009857506"
"490","ENSCINT00000001662","KH.C2.655","TMTC1/4","ENSCING00000000921","","",""
"491","ENSCINT00000001663","KH.C2.939","DPYS","ENSCING00000000922","","",""
"492","ENSCINT00000001671","KH.L140.10","KH2013:KH.L140.10","ENSCING00000000926","","",""
"493","ENSCINT00000001676","KH.C14.176","UCHL5","ENSCING00000000924","","","XP_002119457"
"494","ENSCINT00000001689","KH.L55.7","SRFBP1","ENSCING00000000933","","","XP_002130181"
"495","ENSCINT00000001691","KH.L12.3","KH2013:KH.L12.3_MAMDC4","ENSCING00000000934","","",""
"496","ENSCINT00000001693","KH.L12.4","KH2013:KH.L12.4_MAMDC4","ENSCING00000000936","","",""
"497","ENSCINT00000001694","KH.L153.13","TIMM22","ENSCING00000000937","","","XP_002121476"
"498","ENSCINT00000001695","KH.L55.6","FAM219B","ENSCING00000000935","","",""
"499","ENSCINT00000001697","KH.L153.24","ZK1240.1/2/3/8/9","ENSCING00000000939","","",""
