Experiment date (EP),EP experimentator + Imaging acquisition,Condition,ID embryo,Cell Segmentation,Threshold nuclei,Threshold membrane,Surface Segmentation,Merged cells to get new surface information from cell segmentation,Shortest distance between ATM group to TVC group (from edge to edge) µm,Comment on the distance,Comment on the embryo,Phenotype,Details,"Quality of segmentation based on labelling (good, correct, not good)",Comments
2019-08-29,Margaux Failla,4C - Daam,slide1_image24_right,yes,80.9,22.8,-,yes,9.91,-,problem migration and division,enhanced ATM migration / inhibited TVC division,one of the ATM migrated with TVCs in the trunk; and one of the TVC didn't divide in the trunk,good,Ambiguous phenotype between left and right 
2019-08-29,Margaux Failla,4C - Daam,slide1_image25,yes,91.8,28,-,yes,0,groups connected,problem migration and orientation,inhibited TVC migration / TVC cell alignment,"the TVCs didn't migrate completely, the group is still attached to the ATM; one of the TVC divided not in the medio-lateral orientation, so cells are aligned",not good,-
2019-08-29,Margaux Failla,4C - Daam,slide1_image26_left,yes,108,26.4,-,yes,36.8,-,problem division,inhibited TVC division,one of the TVC didn't divide in the trunk,good,-
2019-08-29,Margaux Failla,4C - Daam,slide1_image26_right,yes,100,17.2,-,yes,40.1,-,look like WT,look like WT,all look like WT,good,-
2019-08-29,Margaux Failla,4C - Daam,slide1_image27,no,,,-,no,,-,problem migration and division,enhanced ATM migration / enhanced ATM division / enhanced TVC division,one of the ATM migrated and divided in the trunk with the TVCs; one of the TVC already divided for the second division,not good,Ambiguous phenotype
2019-08-29,Margaux Failla,4C - Daam,slide1_image28,yes,105,22.6,-,yes,32.7,-,look like WT,look like WT,all look like WT,not good,-
2019-08-29,Margaux Failla,4C - Daam,slide1_image29_left,yes,126,22.8,-,yes,24.5,-,problem migration and division,enhanced ATM migration / enhanced ATM division,one of the ATM migrated and divided in the trunk with the TVCs,good,Ambiguous phenotype between left and right 
2019-08-29,Margaux Failla,4C - Daam,slide1_image29_right,yes,126,22.8,-,yes,49.5,-,problem division,inhibited TVC division,one of the TVC didn't divide in the trunk,good,Ambiguous phenotype between left and right 
2019-08-29,Margaux Failla,4C - Daam,slide1_image30,yes,100,28.1,-,yes,17.5,-,problem division,inhibited TVC division,the 2 TVCs didn't divide in the trunk,good,-
2019-08-29,Margaux Failla,4C - Daam,slide1_image31_right,yes,95.1,33.8,-,yes,26.5,-,look like WT,look like WT,all look like WT,good,-
2019-08-29,Margaux Failla,4C - Daam,slide1_image31_left,yes,95.1,8.8,-,yes,-,no distance - only one group in the trunk,problem migration and division,enhanced ATM migration / inhibited TVC division,the 2 ATM migrated in the trunk with TVCs and the 2 TVCs didn't divided,not good,-
2019-08-29,Margaux Failla,4C - Daam,slide1_image32,yes,113,29,-,yes,27.9,-,"problem migration, division and orientation",enhanced ATM migration / enhanced ATM division / TVC cell alignment,"one of the ATM migrated with TVCs in the trunk; the ATM in the tail divided; and one of the TVC divided not in the medio-lateral orientation, so cells are aligned",correct,-
2019-08-29,Margaux Failla,4C - Daam,slide2_image1,no,,,-,no,,-,problem division,inhibited TVC division,the 2 TVCs didn't divide in the trunk,not good,-
2019-08-29,Margaux Failla,4C - Daam,slide2_image2_left,yes,137,51.8,-,yes,-,no distance - only one group in the trunk,problem migration and division,enhanced ATM migration / inhibited TVC division,the ATMs migrated with the TVCs in the trunk and one of the TVC didn't divide,good,-
2019-08-29,Margaux Failla,4C - Daam,slide2_image2_right,yes,105,22.5,-,yes,30.3,-,problem division,inhibited TVC division,the 2 TVCs didn't divide in the trunk,not good,-
2019-08-29,Margaux Failla,4C - Daam,slide2_image3,yes,114,36.1,-,yes,51.7,-,problem division,inhibited TVC division,the 2 TVCs didn't divide in the trunk,good,-
2019-08-29,Margaux Failla,4C - Daam,slide2_image4_left,yes,108,39.6,-,yes,48.8,-,problem division,inhibited TVC division,one of the TVC didn't divide in the trunk,good,-
2019-08-29,Margaux Failla,4C - Daam,slide2_image4_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2019-08-29,Margaux Failla,4C - Daam,slide2_image5,yes,105,35.2,-,yes,25.2,-,problem orientation,TVC cell alignment,"one of the TVC divided not in the medio-lateral orientation, so cells are aligned ",good,-
2019-08-29,Margaux Failla,4C - Daam,slide2_image6_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,correct,-
2019-08-29,Margaux Failla,4C - Daam,slide2_image6_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2019-08-29,Margaux Failla,4C - Daam,slide2_image7,yes,149,37.9,-,yes,19.2,-,problem orientation,TVC cell alignment,"one of the TVC divided not in the medio-lateral orientation, so cells are aligned ",good,-
2019-08-29,Margaux Failla,4C - Daam,slide2_image8,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2019-08-29,Margaux Failla,4C - Daam,slide2_image9_left,no,,,-,no,,-,problem migration and division,enhanced ATM migration / inhibited TVC division,one of the ATM migrate a bit more and detached from the other ATM; the 2 TVCs didn't divide in the trunk,correct,-
2019-08-29,Margaux Failla,4C - Daam,slide2_image9_right,no,,,-,no,,-,problem division and disposition,inhibited TVC division / problem disposition TVC,one of the TVC didin't divide in the trunk and it is separated from the other one that dividied,not good,-
2019-08-29,Margaux Failla,4C - Daam,slide2_image10_right,yes,136,36.6,-,yes,-,no distance - only one group in the tail,problem migration and division,inhibited TVC migration / inhibited TVC division,"the 2 TVC didn't migrate, they stayed in the tail and one TVC didn't divided",good,-
2019-08-29,Margaux Failla,4C - Daam,slide2_image10_left,yes,105,32,-,yes,17.1,-,look like WT,look like WT,all look like WT,correct,-
2019-08-29,Margaux Failla,4C - Daam,slide2_image11,yes,117,33.1,-,yes,29.1,-,problem division,inhibited TVC division,one of the TVC didn't divide in the trunk,good,-
2019-08-29,Margaux Failla,4C - Daam,slide2_image12,yes,121,32.1,-,yes,28.2,-,look like WT,look like WT,all look like WT,good,-
2019-08-29,Margaux Failla,4C - Daam,slide2_image13,yes,119,24.3,-,yes,36.7,-,problem division,inhibited TVC division,one of the TVC didn't divide in the trunk,good,-
2019-08-29,Margaux Failla,4C - Daam,slide2_image14_left,yes,116,38.9,-,yes,9.04,-,problem division,inhibited TVC division,the 2 TVCs didn't divide in the trunk,good,-
2019-08-29,Margaux Failla,4C - Daam,slide2_image14_right,yes,70.1,21,-,yes,16.9,-,problem division,inhibited TVC division,the 2 TVCs didn't divide in the trunk,not good,-
2019-08-29,Margaux Failla,4C - Daam,slide2_image15,yes,113,49.2,-,yes,9.62,-,problem orientation,TVC cell alignment,"one of the TVC divided not in the medio-lateral orientation, so cells are aligned ",correct,-
2019-08-29,Margaux Failla,4C - Daam,slide2_image16_left,yes,113,41.1,-,yes,20.8,-,problem division,inhibited TVC division,the 2 TVCs didn't divide in the trunk,correct,-
2019-08-29,Margaux Failla,4C - Daam,slide2_image16_right,yes,105,48.4,-,yes,28.1,-,problem division,inhibited TVC division,the 2 TVCs didn't divide in the trunk,not good,-
2019-08-29,Margaux Failla,4C - Daam,slide2_image17_left,yes,105,53.9,-,yes,28.6,-,problem division,inhibited TVC division,the 2 TVCs didn't divide in the trunk,correct,-
2019-08-29,Margaux Failla,4C - Daam,slide2_image17_right,yes,113,62.1,-,yes,21.8,-,problem division,inhibited TVC division,the 2 TVCs didn't divide in the trunk,good,-
2019-08-29,Margaux Failla,4C - Daam,slide2_image18,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2019-08-29,Margaux Failla,4C - Daam,slide2_image19_left,yes,104,35,-,yes,28.7,-,problem division,inhibited TVC division,the 2 TVCs didn't divide in the trunk,good,-
2019-08-29,Margaux Failla,4C - Daam,slide2_image19_right,yes,117,58.1,-,yes,19.9,-,problem division,inhibited TVC division,the 2 TVCs didn't divide in the trunk,good,-
2019-08-29,Margaux Failla,4C - Daam,slide2_image20_left,no,,,-,no,,-,problem division,inhibited TVC division,one of the TVC didn't divide in the trunk,not good,Ambiguous phenotype between left and right 
2019-08-29,Margaux Failla,4C - Daam,slide2_image20_right,yes,105,38.7,-,yes,3.53,-,problem migration and division,enhanced ATM division,one of the ATM migrate a bit more in the tail and detached from the other ATM,good,Ambiguous phenotype between left and right 
2019-08-29,Margaux Failla,4C - Daam,slide2_image21,yes,84.3,28.1,-,yes,10.3,-,problem division,inhibited TVC division,one of the TVC didn't divide in the trunk,good,-
2019-08-29,Margaux Failla,4C - Daam,slide2_image22,yes,130,36.4,-,yes,29.9,-,problem orientation,TVC cell alignment,"one of the TVC divided not in the medio-lateral orientation, so cells are aligned ",good,Ambiguous phenotype
2019-08-29,Margaux Failla,4C - Daam,slide2_image23,yes,111,43.3,-,yes,20.1,-,"problem migration, division and orientation",inhibited TVC migration / inhibited TVC division / TVC cell alignment,one of the TVC didn't migrate and didn't divide in the tail; the other TVC that divided in the trunk is not with medio-lateral orientation,good,-
2019-08-29,Margaux Failla,4C - Daam,slide2_image24_left,no,,,-,no,,-,problem migration,enhanced ATM migration,one of the ATM migrated with the TVCs in the trunk,not good,Ambiguous phenotype between left and right 
2019-08-29,Margaux Failla,4C - Daam,slide2_image24_left,no,,,-,no,,-,problem division,inhibited TVC division,one of the TVC didn't divide in the trunk,not good,Ambiguous phenotype between left and right 
2019-08-29,Margaux Failla,4C - Daam,slide2_image25,no,,,-,no,,-,problem migration and division,enhanced ATM migration / enhanced ATM division,the 2 ATMs migrated and divided with the TVCs in the trunk,correct,-
2019-08-29,Margaux Failla,4C - Daam,slide2_image26_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,correct,-
2019-08-29,Margaux Failla,4C - Daam,slide2_image26_right,yes,115,24.5,-,yes,28,-,look like WT,look like WT,all look like WT,correct,-
2019-08-29,Margaux Failla,4C - Daam,slide2_image27_left,yes,103,26.3,-,yes,30.9,-,look like WT,look like WT,all look like WT,good,-
2019-08-29,Margaux Failla,4C - Daam,slide2_image27_right,yes,120,26.3,-,yes,-,no distance - only one group in the trunk,problem migration and division,enhanced ATM migration / enhanced ATM division / inhibited TVC division,the 2 ATMs migrated in the trunk and one of them divided; one of the TVC didn't divide in the trunk,good,-
2019-08-29,Margaux Failla,4C - Daam,slide2_image28,no,,,-,no,,-,problem division,inhibited TVC division,one of the TVC didn't divide in the trunk,not good,-
2019-08-29,Margaux Failla,4C - Daam,slide2_image29,no,,,-,no,,-,problem migration,inhibited TVC migration,one of the TVC didn't migrate but divided with the ATMs in the tail,not good,-
2019-08-29,Margaux Failla,4C - Daam,slide2_image30,yes,95.1,26.8,-,yes,64.7,-,problem migration and division,enhanced ATM migration / inhibited TVC division,one of the ATM migrated in the trunk with the TVCs; one of the TVC didn't divide in the trunk,good,-
2019-08-29,Margaux Failla,4C - Daam,slide2_image31,yes,100,42.6,-,yes,19.7,-,problem migration and division,enhanced ATM migration / inhibited TVC division,one of the ATM migrated in the trunk with the TVCs; the 2 TVCs didn't divide in the trunk,good,-
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image1_left,yes,100,16.3,-,yes,24.3,-,look like WT,look like WT,all look like WT,good,-
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image1_right,yes,110,32.3,-,yes,8.48,normally the groups are connected,problem migration and division,enhanced ATM migration / enhanced ATM division / inhibited TVC division,one of the ATM migrated and divided in the trunk with the TVCs; one of the TVC didn't divide in the trunk,good,-
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image2,yes,89.5,28.6,-,yes,35.3,-,look like WT but ATM detached,look like WT but ATM detached,all look like WT (but the ATMs are separated),good,-
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image3_left,yes,89.7,19.5,-,yes,-,no distance - only one group in the trunk,problem migration,enhanced ATM migration,the 2 ATMs migrated in the trunk,good,-
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image3_right,yes,89.7,15,-,yes,1.59,-,problem migration and division,enhanced ATM migration / enhanced ATM division,one of the ATM migrated and divided in the trunk with the TVCs,good,-
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image4,yes,81.4,27,-,yes,27.7,-,problem migration and division,enhanced ATM migration / inhibited TVC division,one of the ATM migrated with the TVCs in the trunk; the 2 TVCs didn't divide in the trunk,good,-
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image5,yes,61.7,19,-,yes,49.5,-,problem division,inhibited TVC division,the 2 TVCs didn't divide in the trunk,good,-
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image6,yes,72.7,16.7,-,yes,34.2,-,problem division,inhibited TVC division,the 2 TVCs didn't divide in the trunk,good,-
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image7,yes,88.4,22.9,-,yes,20.2,-,problem division,inhibited TVC division,the 2 TVCs didn't divide in the trunk,good,-
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image8,yes,88.5,20,-,yes,31,-,look like WT,look like WT,all look like WT,correct,-
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image9,yes,122,26.6,-,yes,26,-,look like WT,look like WT,all look like WT,good,-
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image10,yes,81,26,-,yes,20,-,problem migration and division,enhanced ATM migration / enhanced ATM division,one of the ATM migrated and divided in the trunk with the TVCs,good,-
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image11,no,,,-,no,,-,problem orientation,TVC cell alignment,"the 2 TVCs divided not in the medio-lateral orientation, so all cells are aligned",not good,-
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image12,yes,105,27,-,yes,21.1,-,look like WT,look like WT,all look like WT,good,-
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image13_left,yes,81.5,23.8,-,yes,36.9,-,look like WT,look like WT,all look like WT,not good,-
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image13_right,yes,51.3,16.9,-,yes,36.4,-,look like WT,look like WT,all look like WT,not good,-
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image14_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image14_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image15,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image16,yes,72.5,35,-,yes,18.2,-,look like WT,look like WT,all look like WT,good,-
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image17,no,,,-,no,,-,problem migration and division,enhanced ATM migration / enhanced ATM division,one of the ATM migrated and divided with the TVCs in the trunk,not good,-
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image18,yes,86.3,28,-,yes,32.3,-,problem division,inhibited TVC division,the 2 TVCs didn't divide in the trunk,good,-
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image19,yes,90.8,29,-,yes,21.3,-,look like WT,look like WT,all look like WT,good,-
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image20_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image20_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image21,yes,95.1,29,-,yes,30.3,-,look like WT,look like WT,all look like WT,good,-
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image22,yes,89.9,20,-,yes,13.4,-,look like WT,look like WT,all look like WT,good,-
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image23_left,yes,85.5,17.1,-,yes,34.7,-,look like WT,look like WT,all look like WT,correct,-
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image23_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image24,yes,120,24,-,yes,19.8,-,look like WT,look like WT,all look like WT,correct,-
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image25,yes,69.4,23.4,-,yes,28.2,-,problem division,inhibited TVC division,the 2 TVCs didn't divide in the trunk,good,-
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image26_left,yes,85.4,26.4,-,yes,14.3,-,look like WT,look like WT,all look like WT,good,-
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image26_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image27,yes,85.8,20,-,yes,37.9,-,look like WT,look like WT,all look like WT,good,-
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image28_left,yes,76.7,17.3,-,yes,18.5,-,look like WT,look like WT,all look like WT,good,-
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image28_right,yes,76.7,18,-,yes,18.4,-,look like WT,look like WT,all look like WT,correct,-
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image29_left,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image29_right,no,,,-,no,,-,look like WT,look like WT,all look like WT,not good,-
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image30_left,yes,51.1,11.1,-,yes,18.1,-,look like WT,look like WT,all look like WT,good,-
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image30_right,yes,64.9,23.2,-,yes,25.1,-,problem migration and division,enhanced ATM migration / inhibited TVC division,one of the ATM migrated with the TVCs in the trunk; and one of the TVC didn't divide in the trunk,good,-
