"Row.names","Date","EP.experimentator...Imaging.acquisition","Condition","ID.embryo","Cell.Segmentation","Threshold.nuclei","Threshold.membrane","Surface.Segmentation","Threshold.surface","Merged.cells.to.get.new.surface.information.from.cell.segmentation","Shortest.distance.between.ATM.group.to.TVC.group..from.edge.to.edge..µm","Comment.on.the.distance","Comment.on.the.embryo","Comment.detailed","Details.phenotype","Quality.of.segmentation.based.on.labelling..good..correct..not.good.","Comments","Name","Phenotype","migration.perturbed","division.perturbed","orientation.perturbed"
"BMP.slide1_image4.2020_11_04","2020_11_04","Margaux Failla","BMP","slide1_image4","yes",88.8,45.4,"-","-","yes","30.9","-","look like WT","look like WT","all look like WT","good","-","BMP.slide1_image4.2020_11_04","WT",FALSE,FALSE,FALSE
"BMP.slide1_image8_left.2020_11_04","2020_11_04","Margaux Failla","BMP","slide1_image8_left","yes",81.1,34.8,"-","-","yes","41.3","-","look like WT","look like WT","all look like WT","good","-","BMP.slide1_image8_left.2020_11_04","WT",FALSE,FALSE,FALSE
"BMP.slide1_image8_right.2020_11_04","2020_11_04","Margaux Failla","BMP","slide1_image8_right","yes",81.1,42.5,"-","-","yes","33.5","-","look like WT","look like WT","all look like WT","good","-","BMP.slide1_image8_right.2020_11_04","WT",FALSE,FALSE,FALSE
"BMP.slide1_image9.2020_11_05","2020_11_05","Margaux Failla","BMP","slide1_image9","yes",84,50.3,"-","-","yes","16.9","-","problem orientation","TVC cell alignment","one of the TVCs divided not in the medio-lateral orientation, so cells are a bit aligned","correct","-","BMP.slide1_image9.2020_11_05","orientation perturbed",FALSE,FALSE,TRUE
"BMP.slide2_image10_left.2020_11_04","2020_11_04","Margaux Failla","BMP","slide2_image10_left","yes",79.8,40.3,"-","-","yes","26.7","-","problem disposition TVC","problem disposition TVC","all look like WT (but the group of TVCs is not in the medio-laterale orientation, not seen in segmentation)","not good","the group of TVCs is not in the medio-laterale orientation, not seen in segmentation","BMP.slide2_image10_left.2020_11_04","WT",FALSE,FALSE,FALSE
"BMP.slide2_image12_left.2020_11_04","2020_11_04","Margaux Failla","BMP","slide2_image12_left","yes",102,22.3,"-","-","yes","37.6","-","problem orientation","TVC cell alignment","one of the TVC divided but not in the medio-laterale orientation, cells are aligned","good","-","BMP.slide2_image12_left.2020_11_04","orientation perturbed",FALSE,FALSE,TRUE
"BMP.slide2_image12_right.2020_11_04","2020_11_04","Margaux Failla","BMP","slide2_image12_right","yes",81.6,18,"-","-","yes","39.8","-","look like WT","look like WT","all look like WT","correct","-","BMP.slide2_image12_right.2020_11_04","WT",FALSE,FALSE,FALSE
"BMP.slide2_image15_right.2020_11_04","2020_11_04","Margaux Failla","BMP","slide2_image15_right","yes",85,25,"-","-","yes","28.3","-","look like WT","look like WT","all look like WT","good","-","BMP.slide2_image15_right.2020_11_04","WT",FALSE,FALSE,FALSE
"BMP.slide2_image18_left.2020_11_05","2020_11_05","Margaux Failla","BMP","slide2_image18_left","yes",87.5,45.3,"-","-","yes","22.5","-","look like WT","look like WT","all look like WT","good","-","BMP.slide2_image18_left.2020_11_05","WT",FALSE,FALSE,FALSE
"BMP.slide2_image18_right.2020_11_05","2020_11_05","Margaux Failla","BMP","slide2_image18_right","yes",75.5,35.4,"-","-","yes","24.2","-","look like WT","look like WT","all look like WT","good","-","BMP.slide2_image18_right.2020_11_05","WT",FALSE,FALSE,FALSE
"BMP.slide2_image22_left.2020_11_04","2020_11_04","Margaux Failla","BMP","slide2_image22_left","yes",77.3,35.7,"-","-","yes","47.6","-","look like WT","look like WT","all look like WT","not good","-","BMP.slide2_image22_left.2020_11_04","WT",FALSE,FALSE,FALSE
"BMP.slide2_image23.2020_11_04","2020_11_04","Margaux Failla","BMP","slide2_image23","yes",84,30.7,"-","-","yes","28.6","-","look like WT","look like WT","all look like WT","good","-","BMP.slide2_image23.2020_11_04","WT",FALSE,FALSE,FALSE
"BMP.slide2_image24.2020_11_05","2020_11_05","Margaux Failla","BMP","slide2_image24","yes",85.5,35.4,"-","-","yes","31.1","-","look like WT","look like WT","all look like WT","good","-","BMP.slide2_image24.2020_11_05","WT",FALSE,FALSE,FALSE
"BMP.slide2_image25_left.2020_11_05","2020_11_05","Margaux Failla","BMP","slide2_image25_left","yes",78.6,50.2,"-","-","yes","34","-","look like WT","look like WT","all look like WT","good","-","BMP.slide2_image25_left.2020_11_05","WT",FALSE,FALSE,FALSE
"BMP.slide2_image28.2020_11_05","2020_11_05","Margaux Failla","BMP","slide2_image28","yes",92.5,67.4,"-","-","yes","39","-","look like WT","look like WT","all look like WT","correct","-","BMP.slide2_image28.2020_11_05","WT",FALSE,FALSE,FALSE
"BMP.slide2_image31.2020_11_04","2020_11_04","Margaux Failla","BMP","slide2_image31","yes",90,52.6,"-","-","yes","41.4","-","look like WT","look like WT","all look like WT","good","-","BMP.slide2_image31.2020_11_04","WT",FALSE,FALSE,FALSE
"BMP.slide2_image5.2020_11_04","2020_11_04","Margaux Failla","BMP","slide2_image5","yes",91,42.5,"-","-","yes","34.7","-","problem orientation","TVC cell alignment","one of the TVCs divided but not in the medio-laterale orientation, cells are aligned","good","-","BMP.slide2_image5.2020_11_04","orientation perturbed",FALSE,FALSE,TRUE
"Col9a1.image1.2020_07_23","2020_07_23","Yelena Bernadskaya","Col9a1","image1","yes",25.2,22.4,"-","-","yes","34.5","-","look like WT","look like WT","all look like WT","good","Don't see all the ATM cells (image not centered)","Col9a1.image1.2020_07_23","WT",FALSE,FALSE,FALSE
"Col9a1.image12_right.2020_07_23","2020_07_23","Yelena Bernadskaya","Col9a1","image12_right","yes",22.5,20.4,"-","-","yes","40.4","-","problem disposition TVC","problem disposition TVC","all look like WT (but the 4 cells are not  in the medio-lateral position: but no feature to extract this)","correct","The 4 cells are not in the medio-lateral position but no feature to extract this","Col9a1.image12_right.2020_07_23","WT",FALSE,FALSE,FALSE
"Col9a1.image16_left.2020_07_23","2020_07_23","Yelena Bernadskaya","Col9a1","image16_left","yes",20.1,16.5,"-","-","yes","42.2","-","problem division (but not seen in the segmentation, because nuclei are far enough) and problem orientation, division inantero posterior orientation not medio-lateral","inhibited TVC division","one of the TVC didn't divide completely in the trunk (not seen in the segmentation because the nuclei are far enough to each other so considered as 2 cells), division in the antero-posterior orentation not medio-lateral (but no feature to extract this)","correct","a TVC didn't divide completely (but not seen in the segmentation because the nuclei are far enough to each other so considered as 2 cells","Col9a1.image16_left.2020_07_23","division/orientation perturbed",FALSE,TRUE,TRUE
"Col9a1.image16_right.2020_07_23","2020_07_23","Yelena Bernadskaya","Col9a1","image16_right","yes",20.1,16.5,"-","-","yes","25.2","-","look like WT","look like WT","all look like WT","correct","Don't see all the ATM cells (image not centered)","Col9a1.image16_right.2020_07_23","WT",FALSE,FALSE,FALSE
"Col9a1.image17_left.2020_07_23","2020_07_23","Yelena Bernadskaya","Col9a1","image17_left","yes",17.4,11.2,"-","-","yes","38.2","-","look like WT","look like WT","all look like WT","correct","-","Col9a1.image17_left.2020_07_23","WT",FALSE,FALSE,FALSE
"Col9a1.image18_right.2020_07_23","2020_07_23","Yelena Bernadskaya","Col9a1","image18_right","yes",6.22,11.7,"-","-","yes","24.8","-","look like WT","look like WT","all look like WT","correct","-","Col9a1.image18_right.2020_07_23","WT",FALSE,FALSE,FALSE
"Col9a1.image3_left.2020_07_23","2020_07_23","Yelena Bernadskaya","Col9a1","image3_left","yes",25.1,17.5,"-","-","yes","55.1","-","look like WT","look like WT","all look like WT (one TVC started to do the second division, but not seen in segmentation because nuclei too close to each other) ","good","One TVC started to do the second division, but not seen in segmentation because nuclei too close to each other","Col9a1.image3_left.2020_07_23","WT",FALSE,FALSE,FALSE
"Col9a1.image5_left.2020_07_23","2020_07_23","Yelena Bernadskaya","Col9a1","image5_left","yes",25.2,13.2,"-","-","yes","32.5","-","look like WT","look like WT","all look like WT (the 2 TVCs seemed to start the second division, but not seen in segmentation because nuclei too close to each other) ","good","Don't see all the ATM cells (image not centered), and the 2 TVCs seemed to start the second division, but not seen in segmentation because nuclei too close to each other","Col9a1.image5_left.2020_07_23","WT",FALSE,FALSE,FALSE
"Col9a1.image5_right.2020_07_23","2020_07_23","Yelena Bernadskaya","Col9a1","image5_right","yes",25.2,13.2,"-","-","yes","36.7","-","look like WT","look like WT","all look like WT","good","Don't see all the ATM cells (image not centered)","Col9a1.image5_right.2020_07_23","WT",FALSE,FALSE,FALSE
"Daam.slide1_image1_left.2019_08_29","2019_08_29","Margaux Failla","Daam","slide1_image1_left","yes",98.3,28.1,"-","-","yes","27.2","-","look like WT","look like WT","all look like WT","correct","","Daam.slide1_image1_left.2019_08_29","WT",FALSE,FALSE,FALSE
"Daam.slide1_image11.2019_08_29","2019_08_29","Margaux Failla","Daam","slide1_image11","yes",110,31.6,"-","-","yes","29.3","-","look like WT","look like WT","all look like WT","good","","Daam.slide1_image11.2019_08_29","WT",FALSE,FALSE,FALSE
"Daam.slide1_image14_right.2019_08_29","2019_08_29","Margaux Failla","Daam","slide1_image14_right","yes",81.9,25.3,"-","-","yes","35.9","-","look like WT","look like WT","all look like WT","good","","Daam.slide1_image14_right.2019_08_29","WT",FALSE,FALSE,FALSE
"Daam.slide1_image17_left.2019_08_29","2019_08_29","Margaux Failla","Daam","slide1_image17_left","yes",110,17.4,"-","-","yes","46.4","-","look like WT","look like WT","all look like WT","good","","Daam.slide1_image17_left.2019_08_29","WT",FALSE,FALSE,FALSE
"Daam.slide1_image2_right.2019_08_29","2019_08_29","Margaux Failla","Daam","slide1_image2_right","yes",116,31.4,"-","-","yes","31.4","-","look like WT","look like WT","all look like WT","good","","Daam.slide1_image2_right.2019_08_29","WT",FALSE,FALSE,FALSE
"Daam.slide1_image23.2019_08_29","2019_08_29","Margaux Failla","Daam","slide1_image23","yes",90,26.2,"-","-","yes","13.9","-","look like WT","look like WT","all look like WT","correct","","Daam.slide1_image23.2019_08_29","WT",FALSE,FALSE,FALSE
"Daam.slide1_image25.2019_08_29","2019_08_29","Margaux Failla","Daam","slide1_image25","yes",91.8,28,"-","-","yes","0","groups connected","problem migration and orientation","inhibited TVC migration / TVC cell alignment","the TVCs didn't migrate completely, the group is still attached to the ATM; one of the TVC divided not in the medio-lateral orientation, so cells are aligned","not good","","Daam.slide1_image25.2019_08_29","migration/orientation perturbed",TRUE,FALSE,TRUE
"Daam.slide1_image26_right.2019_08_29","2019_08_29","Margaux Failla","Daam","slide1_image26_right","yes",100,17.2,"-","-","yes","40.1","-","look like WT","look like WT","all look like WT","good","","Daam.slide1_image26_right.2019_08_29","WT",FALSE,FALSE,FALSE
"Daam.slide1_image28.2019_08_29","2019_08_29","Margaux Failla","Daam","slide1_image28","yes",105,22.6,"-","-","yes","32.7","-","look like WT","look like WT","all look like WT","not good","","Daam.slide1_image28.2019_08_29","WT",FALSE,FALSE,FALSE
"Daam.slide1_image31_right.2019_08_29","2019_08_29","Margaux Failla","Daam","slide1_image31_right","yes",95.1,33.8,"-","-","yes","26.5","-","look like WT","look like WT","all look like WT","good","","Daam.slide1_image31_right.2019_08_29","WT",FALSE,FALSE,FALSE
"Daam.slide1_image5_left.2019_08_29","2019_08_29","Margaux Failla","Daam","slide1_image5_left","yes",116,21.8,"-","-","yes","30.3","-","look like WT","look like WT","all look like WT","good","","Daam.slide1_image5_left.2019_08_29","WT",FALSE,FALSE,FALSE
"Daam.slide1_image7_right.2019_08_29","2019_08_29","Margaux Failla","Daam","slide1_image7_right","yes",110,25.5,"-","-","yes","23.8","-","look like WT","look like WT","all look like WT","good","","Daam.slide1_image7_right.2019_08_29","WT",FALSE,FALSE,FALSE
"Daam.slide1_image8_left.2019_08_29","2019_08_29","Margaux Failla","Daam","slide1_image8_left","yes",107,29.5,"-","-","yes","20.5","-","look like WT","look like WT","all look like WT","good","","Daam.slide1_image8_left.2019_08_29","WT",FALSE,FALSE,FALSE
"Daam.slide2_image10_left.2019_08_29","2019_08_29","Margaux Failla","Daam","slide2_image10_left","yes",105,32,"-","-","yes","17.1","-","look like WT","look like WT","all look like WT","correct","","Daam.slide2_image10_left.2019_08_29","WT",FALSE,FALSE,FALSE
"Daam.slide2_image12.2019_08_29","2019_08_29","Margaux Failla","Daam","slide2_image12","yes",121,32.1,"-","-","yes","28.2","-","look like WT","look like WT","all look like WT","good","","Daam.slide2_image12.2019_08_29","WT",FALSE,FALSE,FALSE
"Daam.slide2_image15.2019_08_29","2019_08_29","Margaux Failla","Daam","slide2_image15","yes",113,49.2,"-","-","yes","9.62","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned ","correct","","Daam.slide2_image15.2019_08_29","orientation perturbed",FALSE,FALSE,TRUE
"Daam.slide2_image22.2019_08_29","2019_08_29","Margaux Failla","Daam","slide2_image22","yes",130,36.4,"-","-","yes","29.9","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned ","good","ambiguous phenotype","Daam.slide2_image22.2019_08_29","orientation perturbed",FALSE,FALSE,TRUE
"Daam.slide2_image26_right.2019_08_29","2019_08_29","Margaux Failla","Daam","slide2_image26_right","yes",115,24.5,"-","-","yes","28","-","look like WT","look like WT","all look like WT","correct","","Daam.slide2_image26_right.2019_08_29","WT",FALSE,FALSE,FALSE
"Daam.slide2_image27_left.2019_08_29","2019_08_29","Margaux Failla","Daam","slide2_image27_left","yes",103,26.3,"-","-","yes","30.9","-","look like WT","look like WT","all look like WT","good","","Daam.slide2_image27_left.2019_08_29","WT",FALSE,FALSE,FALSE
"Daam.slide2_image5.2019_08_29","2019_08_29","Margaux Failla","Daam","slide2_image5","yes",105,35.2,"-","-","yes","25.2","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned ","good","","Daam.slide2_image5.2019_08_29","orientation perturbed",FALSE,FALSE,TRUE
"Daam.slide2_image7.2019_08_29","2019_08_29","Margaux Failla","Daam","slide2_image7","yes",149,37.9,"-","-","yes","19.2","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned ","good","","Daam.slide2_image7.2019_08_29","orientation perturbed",FALSE,FALSE,TRUE
"Ddr.image1_right.2020_07_23","2020_07_23","Yelena Bernadskaya","Ddr","image1_right","yes",25.3,13,"-","-","yes","35.7","-","look like WT","look like WT","all look like WT","not good","-","Ddr.image1_right.2020_07_23","WT",FALSE,FALSE,FALSE
"Ddr.image12.2020_07_23","2020_07_23","Yelena Bernadskaya","Ddr","image12","yes",25.3,17.4,"-","-","yes","33.6","-","problem division and orientation (the TVC group is not oriented medio-lateral, but no feature to extract this and the division is not completed but not seen in the segmentation as the nuclei are far enough so considered as 2 cells)","inhibited TVC division","one of the TVC divided not completely, but not seen in the segmentation, as the nuclei are far enough so considered as 2 cells (also the TVC group is not oriented medio-lateral, but no feature to extract this)","good","One of the TVC divided not completely, but not seen in the segmentation, as the nuclei are far enough so considered as 2 cells and the TVC group is not oriented medio-lateral, but no feature to extract this","Ddr.image12.2020_07_23","division/orientation perturbed",FALSE,TRUE,TRUE
"Ddr.image13_left.2020_07_23","2020_07_23","Yelena Bernadskaya","Ddr","image13_left","yes",27.5,19.3,"-","-","yes","60","-","problem division (but not seen in the segmentation, because nuclei are far enough)","inhibited TVC division","one of the TVC divided but not completely (not seen in the segmentation, because the nuclei are far enough so considered as 2 cells)","good","One of the TVC divided but not completely (not seen in the segmentation, because the nuclei are far enough so considered as 2 cells)","Ddr.image13_left.2020_07_23","division perturbed",FALSE,TRUE,FALSE
"Ddr.image2_right.2020_07_23","2020_07_23","Yelena Bernadskaya","Ddr","image2_right","yes",25.2,7.99,"-","-","yes","32","-","look like WT","look like WT","all look like WT","not good","-","Ddr.image2_right.2020_07_23","WT",FALSE,FALSE,FALSE
"Ddr.image2.2020_07_23","2020_07_23","Yelena Bernadskaya","Ddr","image2","yes",30.3,15.9,"-","-","yes","39","-","look like WT","look like WT","all look like WT","good","-","Ddr.image2.2020_07_23","WT",FALSE,FALSE,FALSE
"Ddr.image3_left.2020_07_23","2020_07_23","Yelena Bernadskaya","Ddr","image3_left","yes",29.9,13.5,"-","-","yes","37.7","-","look like WT","look like WT","all look like WT","not good","-","Ddr.image3_left.2020_07_23","WT",FALSE,FALSE,FALSE
"Ddr.image3_right.2020_07_23","2020_07_23","Yelena Bernadskaya","Ddr","image3_right","yes",25.2,12.4,"-","-","yes","49.4","segmentation not good, miss a part of the ATM - distance should be shorter","look like WT","look like WT","all look like WT","not good","-","Ddr.image3_right.2020_07_23","WT",FALSE,FALSE,FALSE
"Ddr.image3.2020_07_23","2020_07_23","Yelena Bernadskaya","Ddr","image3","yes",25.3,15,"-","-","yes","24.2","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are not corretly oriented","good","-","Ddr.image3.2020_07_23","orientation perturbed",FALSE,FALSE,TRUE
"Ddr.image4.2020_07_23","2020_07_23","Yelena Bernadskaya","Ddr","image4","yes",23.6,15.1,"-","-","yes","29.6","-","look like WT","look like WT","all look like WT","good","-","Ddr.image4.2020_07_23","WT",FALSE,FALSE,FALSE
"Ddr.image6_left.2020_07_23","2020_07_23","Yelena Bernadskaya","Ddr","image6_left","yes",32.4,32.6,"-","-","yes","47.6","-","look like WT","look like WT","all look like WT","correct","-","Ddr.image6_left.2020_07_23","WT",FALSE,FALSE,FALSE
"Ddr.image7.2020_07_23","2020_07_23","Yelena Bernadskaya","Ddr","image7","yes",26.9,11.2,"-","-","yes","41.4","-","look like WT","look like WT","all look like WT","not good","-","Ddr.image7.2020_07_23","WT",FALSE,FALSE,FALSE
"Ddr.image7.2020_07_23.1","1","Yelena Bernadskaya","Ddr","image7","yes",25,13.8,"-","-","yes","47.4","-","look like WT","look like WT","all look like WT","good","-","Ddr.image7.2020_07_23","WT",FALSE,FALSE,FALSE
