Experiment date (EP),EP experimentator + Imaging acquisition,Condition,ID embryo,Cell Segmentation,Threshold nuclei,Threshold membrane,Surface Segmentation,Threshold surface,Merged cells to get new surface information from cell segmentation,Shortest distance between ATM group to TVC group (from edge to edge) µm,Comment on the distance,Comment on the embryo,Details phenotype,"Quality of segmentation based on labelling (good, correct, not good)",Comments
2019-08-29,Margaux Failla,4C - Daam,slide2_image31,yes,100,42.6,-,-,yes,19.7,-,problem migration and division,one of the ATM migrated in the trunk with the TVCs; the 2 TVCs didn't divide in the trunk,good,
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image1_left,yes,100,16.3,-,-,yes,24.3,-,look like WT,all look like WT,good,
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image1_right,yes,110,32.3,-,-,yes,8.48,normally the groups are connected,problem migration and division,one of the ATM migrated and divided in the trunk with the TVCs; one of the TVC didn't divide in the trunk,good,
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image2,yes,89.5,28.6,-,-,yes,35.3,-,look like WT but ATM detached,all look like WT (but the ATM are separated),good,
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image3_left,yes,89.7,19.5,-,-,yes,-,no distance - only one group in the trunk,problem migration,the 2 ATMs migrated in the trunk,good,
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image3_right,yes,89.7,15,-,-,yes,1.59,-,problem migration and division,one of the ATM migrated and divided in the trunk with the TVCs,good,
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image4,yes,81.4,27,-,-,yes,27.7,-,problem migration and division,one of the ATM migrated with the TVCs in the trunk; the 2 TVCs didn't divide in the trunk,good,
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image5,yes,61.7,19,-,-,yes,49.5,-,problem divison,the 2 TVCs didn't divide in the trunk,good,
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image6,yes,72.7,16.7,-,-,yes,34.2,-,problem divison,the 2 TVCs didn't divide in the trunk,good,
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image7,yes,88.4,22.9,-,-,yes,20.2,-,problem divison,the 2 TVCs didn't divide in the trunk,good,
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image8,yes,88.5,20,-,-,yes,31,-,look like WT,all look like WT,correct,
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image9,yes,122,26.6,-,-,yes,26,-,look like WT,all look like WT,good,
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image10,yes,81,26,-,-,yes,20,-,problem migration and division,one of the ATM migrated and divided in the trunk with the TVCs,good,
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image12,yes,105,27,-,-,yes,21.1,-,look like WT,all look like WT,good,
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image13_left,yes,81.5,23.8,-,-,yes,36.9,-,look like WT,all look like WT,not good,
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image13_right,yes,51.3,16.9,-,-,yes,36.4,-,look like WT,all look like WT,not good,
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image16,yes,72.5,35,-,-,yes,18.2,-,look like WT,all look like WT,good,
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image18,yes,86.3,28,-,-,yes,32.3,-,problem divison,the 2 TVCs didn't divide in the trunk,good,
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image19,yes,90.8,29,-,-,yes,21.3,-,look like WT,all look like WT,good,
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image21,yes,95.1,29,-,-,yes,30.3,-,look like WT,all look like WT,good,
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image22,yes,89.9,20,-,-,yes,13.4,-,look like WT,all look like WT,good,
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image23_left,yes,85.5,17.1,-,-,yes,34.7,-,look like WT,all look like WT,correct,
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image24,yes,120,24,-,-,yes,19.8,-,look like WT,all look like WT,correct,
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image25,yes,69.4,23.4,-,-,yes,28.2,-,problem divison,the 2 TVCs didn't divide in the trunk,good,
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image26_left,yes,85.4,26.4,-,-,yes,14.3,-,look like WT,all look like WT,good,
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image27,yes,85.8,20,-,-,yes,37.9,-,look like WT,all look like WT,good,
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image28_left,yes,76.7,17.3,-,-,yes,18.5,-,look like WT,all look like WT,good,
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image28_right,yes,76.7,18,-,-,yes,18.4,-,look like WT,all look like WT,correct,
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image30_left,yes,51.1,11.1,-,-,yes,18.1,-,look like WT,all look like WT,good,
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image30_right,yes,64.9,23.2,-,-,yes,25.1,-,problem migration and division,one of the ATM migrated with the TVCs in the trunk; and one of the TVC didn't divide in the trunk,good,
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image31_left,yes,28.1,20,-,-,yes,18.7,-,look like WT,all look like WT,correct,
2019-08-29,Margaux Failla,1D - Paxillin,slide1_image31_right,yes,59.4,24.3,-,-,yes,22.5,-,look like WT,all look like WT,correct,
2019-08-29,Margaux Failla,1D - Paxillin,slide2_image1,yes,125,46.9,-,-,yes,28.1,-,problem orientation,"one of the TVC divided not in the medio-lateral orientation, so cells are aligned ",good,
2019-08-29,Margaux Failla,1D - Paxillin,slide2_image2_left,yes,98.3,38,-,-,yes,29.3,-,look like WT,all look like WT,not good,
2019-08-29,Margaux Failla,1D - Paxillin,slide2_image2_right,yes,98.3,44,-,-,yes,22.6,-,problem migration and division,one of the TVC didn't migrate and stayed in the tail with the ATMs,not good,
2019-08-29,Margaux Failla,1D - Paxillin,slide2_image3,yes,125,39,-,-,yes,44,-,problem divison,one of the TVC didn't divide in the trunk,good,
2019-08-29,Margaux Failla,1D - Paxillin,slide2_image4,yes,110,37,-,-,yes,24.1,-,"look like WT (but the group is not oriented medio-lateral, but no feature to see that)","all look like WT (but the group is not oriented medio-lateral, but no feature to see that)",not good,
2019-08-29,Margaux Failla,1D - Paxillin,slide2_image6,yes,98.3,33,-,-,yes,30.7,-,look like WT,all look like WT,good,
2019-08-29,Margaux Failla,1D - Paxillin,slide2_image7_left,yes,80,30.2,-,-,yes,20.7,-,problem migration,"one of the TVC didn't migrate, stayed in the tail and divided",good,
2019-08-29,Margaux Failla,1D - Paxillin,slide2_image8_left,yes,104,29,-,-,yes,20.1,-,look like WT,all look like WT,correct,
2019-08-29,Margaux Failla,1D - Paxillin,slide2_image8_right,yes,106,38.9,-,-,yes,23.3,-,problem migration and division,one of the TVC didn't migrate and didn't divide in the tail,good,
2019-08-29,Margaux Failla,1D - Paxillin,slide2_image9,yes,100,46.4,-,-,yes,20.1,-,problem orientation,"the 2 TVCs divided not in the medio-lateral orientation, so all cells are aligned",correct,
2019-08-29,Margaux Failla,1D - Paxillin,slide2_image10,yes,85.4,42.5,-,-,yes,21.7,-,look like WT,all look like WT,good,
2019-08-29,Margaux Failla,1D - Paxillin,slide2_image12_left,yes,105,28,-,-,yes,16.5,-,look like WT,all look like WT,not good,
2019-08-29,Margaux Failla,1D - Paxillin,slide2_image12_right,yes,115,28,-,-,yes,27.1,-,look like WT,all look like WT,correct,
2019-08-29,Margaux Failla,1D - Paxillin,slide2_image14,yes,124,32,-,-,yes,47.4,-,look like WT,all look like WT,good,
2019-08-29,Margaux Failla,1D - Paxillin,slide2_image15,yes,86.7,26,-,-,yes,26.6,-,problem divison,the 2 TVCs didn't divide in the trunk,good,
2019-08-29,Margaux Failla,1D - Paxillin,slide2_image16_right,yes,95.1,28,-,-,yes,24,-,look like WT,all look like WT,correct,
2019-08-29,Margaux Failla,1D - Paxillin,slide2_image17,yes,89.7,33.9,-,-,yes,2.73,-,problem migration and orientation,"one of the ATM migrated but not completely, and the 2 TVCs divided but not in the medio-lateral orientation",good,
2019-08-29,Margaux Failla,1D - Paxillin,slide2_image18_left,yes,106,27.8,-,-,yes,32.7,-,problem divison,the 2 TVCs didn't divide in the trunk,good,
2019-08-29,Margaux Failla,1D - Paxillin,slide2_image18_right,yes,106,27.8,-,-,yes,0,groups connected,problem migration and division,"the migration was not done completely because the TVCs are still attached to the ATM, and the 2 TVCs didn't divide in the trunk",good,
2019-08-29,Margaux Failla,1D - Paxillin,slide2_image19,yes,116,26.6,-,-,yes,30.8,-,problem divison,one of the TVC didn't divide in the trunk,not good,
2019-08-29,Margaux Failla,1D - Paxillin,slide2_image20,yes,74.5,40.5,-,-,yes,46.6,-,problem divison,one of the TVC didn't divide in the trunk,good,
2019-08-29,Margaux Failla,1D - Paxillin,slide2_image21_left,yes,81.8,26,-,-,yes,25.5,-,look like WT,all look like WT,good,
2019-08-29,Margaux Failla,1D - Paxillin,slide2_image21_right,yes,64.8,29,-,-,yes,25.7,-,problem migration and division,"one of the TVC didn't migrate, stayed in the tail and didn't divide",correct,
2019-08-29,Margaux Failla,1D - Paxillin,slide2_image23_left,yes,72.4,39.1,-,-,yes,13.3,-,problem divison,one of the TVC didn't divide in the trunk,good,
2019-08-29,Margaux Failla,1D - Paxillin,slide2_image24_left,yes,71.9,26.3,-,-,yes,16.2,-,look like WT,all look like WT,correct,
2019-08-29,Margaux Failla,1D - Paxillin,slide2_image24_right,yes,71.9,30,-,-,yes,25.9,-,look like WT,all look like WT,good,
2019-08-29,Margaux Failla,1D - Paxillin,slide2_image25,yes,83.2,47,-,-,yes,22.8,-,problem divison,one of the TVC didn't divide in the trunk,good,
2019-08-29,Margaux Failla,1D - Paxillin,slide2_image26,yes,95.2,47.3,-,-,yes,0,groups connected,problem migration and division,"One of the ATM migrated but not completely because the TVCs are still attached to the ATM, and the 2 TVCs didn't divide in the trunk",correct,
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image1_left,yes,83.5,23.8,-,-,yes,21.9,-,look like WT,all look like WT,correct,
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image1_right,yes,83.5,23.8,-,-,yes,27.1,-,look like WT,all look like WT,correct,
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image2_left,yes,95.7,29.7,-,-,yes,37,-,problem migration and division,one of the ATM migrated in the trunk with the TVCs; and one of the TVC didn't divide in the trunk,correct,
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image2_right,yes,60.8,29.7,-,-,yes,15.7,-,problem migration and division,one of the ATM migrated and divided in the trunk with the TVCs,good,
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image3,yes,150,32.3,-,-,yes,19.2,-,problem migration and division,one of the ATM migrated a bit in the trunk; and one of the TVC didn't divide in the trunk,good,
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image4_left,yes,117,30.2,-,-,yes,-,no distance - only one group in the trunk,problem migration and division,the 2 ATMs migrated in the trunk with the TVCs; and the 2 TVCs didn't divide,good,
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image4_right,yes,92.3,25.2,-,-,yes,33,-,look like WT,all look like WT,good,
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image5_right,yes,110,34.4,-,-,yes,7.23,-,problem migration and division,one of the ATM migrated a bit in the trunk; and one of the TVC didn't divide in the trunk,good,
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image6,yes,100,43.7,-,-,yes,26,-,look like WT,all look like WT,good,
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image7,yes,93.6,35.9,-,-,yes,25.8,-,problem disposition TVC,the TVC-FHP pairs are separated in the trunk,good,
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image9,yes,92.9,27.4,-,-,yes,22.4,-,problem division,the  2 TVCs didn't divide in the trunk,good,
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image10,yes,104,25,-,-,yes,13.2,-,problem disposition TVC,the TVC-FHP pairs are separated in the trunk,good,
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image11,yes,103,25.5,-,-,yes,29.7,-,problem division,the 2 TVCs didn't divide in the trunk,not good,
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image12_left,yes,95.8,16.7,-,-,yes,0,groups connected,problem migration and division,one of the ATM migrated in the trunk but not completely because still attached to the other ATM; the ATM that migrated also divided,good,
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image13,yes,114,26.6,-,-,yes,0,groups connected,problem migration and division,"the migration was not done completely because the TVCs are still attached to the ATM, and the 2 TVCs didn't divide in the trunk",good,
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image14_left,yes,82.1,13.5,-,-,yes,26.6,-,look like WT,all look like WT,correct,
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image14_right,yes,91.3,29,-,-,yes,22.8,-,problem migration and division,one of the TVC didn't migrate and didn't divide in the tail,good,ambiguous phenotype
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image15,yes,104,19.2,-,-,yes,21.2,-,look like WT,all look like WT,correct,
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image16,yes,100,30.5,-,-,yes,37.9,-,look like WT,all look like WT,correct,
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image17_left,yes,77.6,17.5,-,-,yes,53.3,-,look like WT,all look like WT,good,
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image17_right,yes,81.4,26.3,-,-,yes,37.4,-,look like WT,all look like WT,good,
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image18_left,yes,82.8,13.4,-,-,yes,36.9,-,problem migration and division,one of the TVC didn't migrate; stayed in the tail and didn't divide,not good,
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image18_right,yes,82.8,19.4,-,-,yes,52.3,-,look like WT,all look like WT,correct,
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image19_left,yes,68.4,11.1,-,-,yes,38.3,-,look like WT,all look like WT,not good,ambiguous left-right phenotype
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image19_right,yes,90,16,-,-,yes,28.2,-,problem disposition TVC,the TVC-FHP pairs are not correctly placed in the trunk; and the 2 ATM are separated,not good,ambiguous left-right phenotype
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image20_left,yes,77.6,25.6,-,-,yes,27.9,-,look like WT,all look like WT,good,
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image20_right,yes,108,25.6,-,-,yes,43.1,-,problem migration and division,"one of the ATM divided in the tail: and one of the TVC didn't migrate, stayed in the tail and divided",correct,
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image21,yes,104,26.8,-,-,yes,34.4,-,problem migration and division,"one of the TVC didn't migrate, it stayed in the tail and didn't divide",good,
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image23_left,yes,89.9,42.3,-,-,yes,32.8,-,problem division,the 2 TVCs didn't divide in the trunk,good,
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image24,yes,97.5,28.2,-,-,yes,17.3,-,problem migration,one of the ATM migrated in the trunk with the TVCs,good,
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image25_left,yes,100,32.2,-,-,yes,31.4,-,look like WT,all look like WT,good,
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image25_right,yes,100,16.6,-,-,yes,33.9,-,problem division,one of the TVC didn't divide in the trunk,good,
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image26_left,yes,110,21.3,-,-,yes,23.7,-,problem migration and divison,one of the ATM migrated and divided with the TVCs in the trunk,correct,
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image27,yes,113,36.9,-,-,yes,26.9,-,problem division,one of the TVC didn't divide in the trunk,good,
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image28_left,yes,90.8,20.2,-,-,yes,31.6,-,problem divison,one of the TVC didn't divide in the trunk,not good,
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image28_right,yes,42.5,19.2,-,-,yes,24.5,-,look like WT,all look like WT,correct,
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image29,yes,94,25.7,-,-,yes,27.1,-,problem migration and division,"one of the TVC didn't migrate, it stayed in the tail and didn't divide",correct,
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image30,yes,120,30,-,-,yes,21.1,-,problem migration and divison,"one of the TVC didn't migrate, it stayed in the tail and didn't divide; and the TVC that migrated didn't divide in the trunk",good,
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image31,yes,85.5,31.4,-,-,yes,16.6,-,problem migration and divison,one of the ATM migrated and divided with the TVCs in the trunk,not good,
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image32,yes,100,39.3,-,-,yes,4.06,-,problem migration and division,one of the ATM migrated with the TVCs in the trunk but not completely so it is not attached to the TVCs neither to the other ATM; and the 2 TVCs didn't divide in the trunk,good,
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image34,yes,103,42.9,-,-,yes,40.2,-,problem division,one of the TVC didn't divide in the trunk,good,
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image35,yes,125,28.6,-,-,yes,28.8,-,problem division,the 2 TVCs didn't divide in the trunk,correct,
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image36,yes,98.9,29.5,-,-,yes,39.1,-,problem migration and division,one of the TVC didn't migrate and didn't divide in the tail; the other TVC that migrated didn't divide in the trunk,good,
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image37,yes,101,28.1,-,-,yes,31,-,problem division,the 2 TVCs didn't divide in the trunk,good,
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image38,yes,103,23,-,-,yes,0,groups connected,problem migration and orientation,"one of the ATM migrated in the trunk with the TVC, but still connected to the other ATM in the tail; one TVC is separated from the other TVCs byt the ATM",good,
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image39_left,yes,92.8,26.9,-,-,yes,36.2,-,problem migration and division,one of the ATM migrated with the TVCs in the trunk; and one of the TVC didn't divide in the trunk,correct,
2019-08-29,Margaux Failla,7H - ADF/Cofilin,slide1_image39_right,yes,45.4,25.9,-,-,yes,16,-,problem migration and division,one of the ATM migrated and divided in the trunk with the TVCs,correct,
